market,period,state,info,side,vbar,re_price,second_val,span_francs,band_lo_price,band_hi_price,band_lo_D,band_hi_D,band_width_D,band_width_francs,dot_quality_flag,count_uncertain,flagged,mean_printed,mean_digitized,mean_residual,n_trades,D_first,D_last,D_mean,D_min,D_max,D_change,p_first,p_last,p_mean,francs_first,francs_last,francs_change,gap_francs_first,gap_francs_last,slope_D_per_trade,p_slope_trade,slope_D_per_norm,p_slope_norm,slope_francs_per_trade,slope_D_norm_h1,p_slope_h1,slope_D_norm_h2,p_slope_h2,slope_D_trade_h1,slope_D_trade_h2,D_h1_mean,D_h2_mean,D_dec1,D_dec2,D_dec3,D_dec4,D_dec5,D_dec6,D_dec7,D_dec8,D_dec9,D_dec10,D_qui1,D_qui2,D_qui3,D_qui4,D_qui5,n_in_band,frac_in_band,ttb_index,ttb_frac,reached_band,ended_in_band,tt80_index,tt80_frac,reached_D80,ended_D80,ttn_index,ttn_frac,reached_near,ended_near,n_beyond_RE,frac_beyond_RE,any_beyond_RE,k_side,k_state,layer,source,band_degenerate
2,10,Y,insider,buyer,266.66666666666663,350.0,300.0,83.33333333333337,300.0,350.0,0.4000000000000003,1.0,0.5999999999999996,50.0,ok,False,False,327.0,327.895,0.895,17,0.6346000000000003,0.5704,0.7347576470588235,0.5704,0.8960799999999998,-0.06420000000000026,319.55,314.2,327.89647058823533,52.88333333333338,47.53333333333336,-5.350000000000023,30.44999999999999,35.80000000000001,-0.000981176470588241,0.859693291396587,-0.015698823529411855,0.859693291396587,-0.08176470588235353,0.615968,0.0006295142826257448,-0.6554742857142851,4.784345392776883e-06,0.038498,-0.04096714285714282,0.7476933333333335,0.7202050000000001,0.6473200000000003,0.6374200000000001,0.69568,0.85606,0.8759200000000004,0.8765800000000001,0.78778,0.7564,0.6714400000000003,0.60484,0.6423700000000002,0.8026,0.8763600000000001,0.77732,0.6381400000000002,17.0,1.0,1.0,0.058823529411764705,True,True,6.0,0.35294117647058826,True,False,1.0,0.058823529411764705,True,True,0.0,0.0,False,2.0,2.0,L2_human_digitized,out/human_trades.csv,False
2,11,Y,insider,buyer,266.66666666666663,350.0,300.0,83.33333333333337,300.0,350.0,0.4000000000000003,1.0,0.5999999999999996,50.0,ok,False,False,335.0,334.57,-0.43,20,0.6929200000000004,0.8766400000000004,0.8148340000000001,0.6929200000000004,0.8906799999999999,0.18372,324.41,339.72,334.56950000000006,57.743333333333396,73.0533333333334,15.310000000000002,25.589999999999975,10.279999999999973,0.011938015037593973,3.382144056787631e-08,0.22682228571428548,3.382144056787608e-08,0.9948345864661648,0.34541309090909095,0.00022033363654580423,0.005886545454546102,0.5430485109298625,0.018179636363636367,0.00030981818181821576,0.7507000000000003,0.8789680000000001,0.6934600000000003,0.6961599999999999,0.7597600000000003,0.7582600000000004,0.8458600000000001,0.8768799999999999,0.8790399999999998,0.87778,0.88456,0.8765800000000001,0.69481,0.7590100000000004,0.86137,0.8784099999999999,0.8805700000000001,20.0,1.0,1.0,0.05,True,True,9.0,0.45,True,True,1.0,0.05,True,True,0.0,0.0,False,3.0,3.0,L2_human_digitized,out/human_trades.csv,False
3,1,X,none,,220.0,220.0,210.0,0.0,210.0,220.0,,,,10.0,"count_uncertain:2@240,2@230",True,False,234.0,234.061,0.061,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L2_human_digitized,out/human_trades.csv,False
3,2,Y,none,,220.0,220.0,210.0,0.0,210.0,220.0,,,,10.0,"count_uncertain:4@220,4@220;unmatched_band:219.5",True,False,217.0,217.039,0.039,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L2_human_digitized,out/human_trades.csv,False
3,3,Y,insider,seller,220.0,175.0,150.0,-45.0,150.0,175.0,1.0,1.5555555555555556,0.5555555555555556,25.0,ok,False,False,189.0,189.637,0.637,14,0.44377777777777777,1.109111111111111,0.6747460317460318,0.2222222222222222,1.2233333333333336,0.6653333333333331,200.03,170.09,189.63642857142855,-19.97,-49.91,-29.939999999999998,25.03,4.909999999999997,0.07244102564102564,2.8699712647577856e-05,0.9417333333333333,2.8699712647577856e-05,-3.2598461538461536,0.16250000000000026,0.5833869760462325,1.5332777777777777,0.009088985604267725,0.012500000000000018,0.11794444444444445,0.412952380952381,0.9365396825396826,0.44366666666666676,0.2222222222222222,0.4446666666666665,0.3881111111111112,0.5602222222222224,0.5626666666666665,0.6686666666666667,1.1024444444444448,1.220888888888889,1.1662222222222223,0.3698518518518519,0.40696296296296297,0.5614444444444444,0.8132592592592595,1.1844444444444446,4.0,0.2857142857142857,11.0,0.7857142857142857,True,True,11.0,0.7857142857142857,True,True,4.0,0.2857142857142857,True,True,4.0,0.2857142857142857,True,1.0,1.0,L2_human_digitized,out/human_trades.csv,False
3,4,X,insider,buyer,220.0,400.0,300.0,180.0,300.0,400.0,0.4444444444444444,1.0,0.5555555555555556,100.0,count_uncertain:2@350,True,False,333.0,332.888,-0.112,19,0.22355555555555562,0.9729444444444444,0.6271549707602339,0.22355555555555562,0.9729444444444444,0.7493888888888888,260.24,395.13,332.8878947368421,40.24000000000001,175.13,134.89,139.76,4.8700000000000045,0.0412017543859649,7.141595917763634e-13,0.7416315789473683,7.141595917763024e-13,7.416315789473683,0.9417878787878786,1.0255381147154888e-05,0.5478833333333334,0.00035786810620864866,0.05232154882154882,0.03043796296296296,0.4446055555555556,0.8299876543209876,0.26400000000000007,0.31908333333333333,0.4165833333333334,0.5816388888888888,0.5622777777777777,0.7211666666666667,0.7761388888888888,0.7770277777777779,0.8624444444444445,0.95875,0.2915416666666667,0.49911111111111117,0.6682037037037037,0.7765833333333333,0.9105972222222222,14.0,0.7368421052631579,6.0,0.3157894736842105,True,True,16.0,0.8421052631578947,True,True,6.0,0.3157894736842105,True,True,0.0,0.0,False,1.0,1.0,L2_human_digitized,out/human_trades.csv,False
3,5,Y,insider,seller,220.0,175.0,150.0,-45.0,150.0,175.0,1.0,1.5555555555555556,0.5555555555555556,25.0,"count_uncertain:3@150,3@160,2@165",True,False,163.0,162.747,-0.253,15,1.5575555555555556,1.1377777777777776,1.2722666666666667,1.0028888888888887,1.5575555555555556,-0.419777777777778,149.91,168.8,162.74800000000005,-70.09,-51.19999999999999,18.890000000000015,25.090000000000003,6.199999999999989,-0.016984920634920655,0.11763513938711607,-0.2377888888888892,0.11763513938711619,0.7643214285714295,-0.6671111111111115,0.2280421315383215,-0.30855555555555564,0.02248506631524568,-0.04765079365079369,-0.02203968253968254,1.3078888888888889,1.2315555555555553,1.5575555555555556,1.5575555555555556,1.004888888888889,1.1064444444444443,1.337111111111111,1.337111111111111,1.2328888888888887,1.2307777777777775,1.2257777777777776,1.1817777777777776,1.5575555555555554,1.0387407407407407,1.337111111111111,1.2314814814814812,1.1964444444444442,12.0,0.8,4.0,0.26666666666666666,True,True,1.0,0.06666666666666667,True,True,1.0,0.06666666666666667,True,True,15.0,1.0,True,2.0,2.0,L2_human_digitized,out/human_trades.csv,False
3,6,Y,insider,seller,220.0,175.0,150.0,-45.0,150.0,175.0,1.0,1.5555555555555556,0.5555555555555556,25.0,"count_uncertain:4@165,3@170",True,False,173.0,172.748,-0.252,14,0.4533333333333335,1.1195555555555554,1.050031746031746,0.4533333333333335,1.3235555555555556,0.6662222222222219,199.6,169.62,172.74857142857144,-20.400000000000006,-50.379999999999995,-29.97999999999999,24.599999999999994,5.3799999999999955,0.03818119658119656,0.009971424949275437,0.49635555555555516,0.009971424949275446,-1.718153846153845,1.697428571428571,0.002425781793644781,-0.2934285714285719,0.009281586143078578,0.13057142857142853,-0.022571428571428607,0.9344761904761905,1.1655873015873015,0.5564444444444445,0.9886666666666669,0.8893333333333335,1.162777777777778,1.224888888888889,1.224888888888889,1.224888888888889,1.1257777777777778,1.1195555555555554,1.1195555555555554,0.7005185185185187,1.0716296296296297,1.224888888888889,1.191851851851852,1.1195555555555554,10.0,0.7142857142857143,5.0,0.35714285714285715,True,True,3.0,0.21428571428571427,True,True,1.0,0.07142857142857142,True,True,10.0,0.7142857142857143,True,3.0,3.0,L2_human_digitized,out/human_trades.csv,False
3,7,X,insider,buyer,220.0,400.0,300.0,180.0,300.0,400.0,0.4444444444444444,1.0,0.5555555555555556,100.0,"count_uncertain:2@395,5@395,3@399",True,False,364.0,363.858,-0.142,19,-0.10955555555555554,0.9929444444444445,0.7992105263157897,-0.10955555555555554,0.9929444444444445,1.1025,200.28,398.73,363.85789473684207,-19.72,178.73000000000002,198.45000000000002,199.72,1.2699999999999818,0.04324074074074074,0.00010811696729726572,0.7783333333333332,0.00010811696729726652,7.783333333333333,2.0355030303030306,0.0002027765315189798,0.09015000000000005,0.0012557714879540677,0.11308350168350169,0.005008333333333335,0.6411333333333333,0.9748518518518519,0.0008888888888888696,0.5824722222222223,0.7625,0.8891388888888888,0.9706666666666668,0.9588611111111113,0.9695555555555555,0.9695555555555555,0.98125,0.9929444444444445,0.29168055555555555,0.8258194444444443,0.9627962962962965,0.9695555555555555,0.9870972222222222,17.0,0.8947368421052632,3.0,0.15789473684210525,True,True,6.0,0.3157894736842105,True,True,3.0,0.15789473684210525,True,True,0.0,0.0,False,2.0,2.0,L2_human_digitized,out/human_trades.csv,False
3,8,Y,insider,seller,220.0,175.0,150.0,-45.0,150.0,175.0,1.0,1.5555555555555556,0.5555555555555556,25.0,count_uncertain:2@165,True,False,165.0,165.197,0.197,14,1.0073333333333336,1.0888888888888888,1.217873015873016,1.0073333333333336,1.5528888888888888,0.08155555555555516,174.67,171.0,165.1957142857143,-45.33000000000001,-49.0,-3.6699999999999875,0.3300000000000125,4.0,-0.011489133089133088,0.19845874723323448,-0.14935873015873016,0.19845874723323448,0.5170109890109889,0.33046825396825424,0.4664735192213755,-0.34656349206349135,0.00086816673844725,0.025420634920634937,-0.026658730158730104,1.2705079365079364,1.165238095238095,1.108,1.3313333333333333,1.5528888888888888,1.281888888888889,1.2295555555555557,1.2264444444444444,1.225333333333333,1.1606666666666665,1.117777777777778,1.1005555555555557,1.1824444444444444,1.3722222222222225,1.2280000000000002,1.2037777777777776,1.1062962962962963,14.0,1.0,1.0,0.07142857142857142,True,True,1.0,0.07142857142857142,True,True,1.0,0.07142857142857142,True,True,14.0,1.0,True,4.0,4.0,L2_human_digitized,out/human_trades.csv,False
3,9,X,insider,buyer,220.0,400.0,300.0,180.0,300.0,400.0,0.4444444444444444,1.0,0.5555555555555556,100.0,"count_uncertain:3@395,2@397,2@394",True,False,396.0,395.478,-0.522,16,0.9444444444444444,0.9936666666666667,0.9748854166666667,0.9444444444444444,0.9936666666666667,0.04922222222222228,390.0,398.86,395.479375,170.0,178.86,8.860000000000014,10.0,1.1399999999999864,0.0015517156862745161,0.007345283446870821,0.02327573529411774,0.007345283446870821,0.2793088235294128,0.06523809523809516,0.004637818466368116,0.023581349206349075,0.32286890233097815,0.004349206349206345,0.0015720899470899382,0.9705277777777778,0.9792430555555556,0.9559166666666666,0.9694999999999999,0.9694999999999999,0.9808888888888889,0.9814999999999999,0.9901111111111113,0.9691944444444445,0.9690555555555556,0.9807222222222223,0.9874722222222223,0.9604444444444443,0.9732962962962963,0.9843703703703705,0.9691481481481482,0.9840972222222222,16.0,1.0,1.0,0.0625,True,True,1.0,0.0625,True,True,1.0,0.0625,True,True,0.0,0.0,False,3.0,3.0,L2_human_digitized,out/human_trades.csv,False
3,10,Y,insider,seller,220.0,175.0,150.0,-45.0,150.0,175.0,1.0,1.5555555555555556,0.5555555555555556,25.0,"count_uncertain:8@165,2@171",True,False,167.0,166.817,-0.183,15,1.1086666666666665,1.0524444444444447,1.1818222222222223,1.0524444444444447,1.3293333333333333,-0.05622222222222173,170.11,172.64,166.818,-49.889999999999986,-47.360000000000014,2.5299999999999727,4.889999999999986,2.3600000000000136,-0.011993650793650787,0.005817499202447544,-0.16791111111111104,0.005817499202447544,0.539714285714285,0.056555555555556344,0.6921508262570809,-0.42611111111111144,0.002353819428434224,0.004039682539682597,-0.03043650793650796,1.2264166666666667,1.1308571428571432,1.2189999999999999,1.2288888888888891,1.2288888888888891,1.2288888888888891,1.2288888888888891,1.2288888888888891,1.2288888888888891,1.1182222222222222,1.0846666666666667,1.0685555555555557,1.2222962962962962,1.2288888888888891,1.2288888888888891,1.1551111111111114,1.073925925925926,15.0,1.0,1.0,0.06666666666666667,True,True,1.0,0.06666666666666667,True,True,1.0,0.06666666666666667,True,True,15.0,1.0,True,5.0,5.0,L2_human_digitized,out/human_trades.csv,False
3,11,Y,all,seller,220.0,175.0,150.0,-45.0,150.0,175.0,1.0,1.5555555555555556,0.5555555555555556,25.0,"count_uncertain:2@170,7@170,2@172,3@171",True,False,177.0,176.448,-0.552,18,-1.7277777777777779,1.0939999999999999,0.9678641975308643,-1.7277777777777779,1.225333333333333,2.8217777777777777,297.75,170.77,176.4461111111111,77.75,-49.22999999999999,-126.97999999999999,122.75,4.22999999999999,0.043992432060543506,0.15669637950063064,0.7478713450292398,0.1566963795006305,-1.9796594427244585,3.1064037037037044,0.1515530621221079,-0.07889259259259372,0.09842204057067322,0.18272962962962966,-0.004640740740740808,0.836641975308642,1.0990864197530863,-0.25344444444444447,1.1726666666666665,1.167,1.1191111111111114,1.1191111111111114,1.1191111111111114,1.1191111111111114,1.092888888888889,1.0803333333333334,1.0939999999999999,0.459611111111111,1.151037037037037,1.1191111111111114,1.10162962962963,1.0871666666666666,17.0,0.9444444444444444,2.0,0.1111111111111111,True,True,2.0,0.1111111111111111,True,True,2.0,0.1111111111111111,True,True,17.0,0.9444444444444444,True,,,L2_human_digitized,out/human_trades.csv,False
3,12,X,all,buyer,220.0,400.0,300.0,180.0,300.0,400.0,0.4444444444444444,1.0,0.5555555555555556,100.0,"count_uncertain:2@390,10@395",True,False,395.0,393.999,-1.001,16,0.9419444444444445,0.9818333333333334,0.9666736111111112,0.9419444444444445,0.9893888888888888,0.039888888888888974,389.55,396.73,394.00125,169.55,176.73000000000002,7.180000000000007,10.449999999999989,3.269999999999982,0.0021160130718954223,0.0005186844605323421,0.03174019607843133,0.0005186844605323421,0.3808823529411759,0.06376984126984124,0.036036268995947925,0.032698412698412636,0.05318996151706873,0.004251322751322749,0.002179894179894176,0.9596527777777779,0.9736944444444444,0.9419444444444445,0.9703333333333335,0.9569166666666666,0.9697222222222223,0.9697222222222223,0.9697222222222223,0.9697222222222223,0.9697222222222223,0.9697222222222223,0.9856111111111111,0.9514074074074075,0.9611851851851853,0.9697222222222223,0.9697222222222223,0.9776666666666667,16.0,1.0,1.0,0.0625,True,True,1.0,0.0625,True,True,1.0,0.0625,True,True,0.0,0.0,False,,,L2_human_digitized,out/human_trades.csv,False
4,1,X,none,,210.0,210.0,200.0,0.0,200.0,210.0,,,,10.0,source_inconsistent,False,True,784.0,262.17,-521.83,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L2_human_digitized,out/human_trades.csv,False
4,2,Y,none,,210.0,210.0,200.0,0.0,200.0,210.0,,,,10.0,count_uncertain:2@201,True,False,180.0,180.304,0.304,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L2_human_digitized,out/human_trades.csv,False
4,3,Y,none,,210.0,210.0,200.0,0.0,200.0,210.0,,,,10.0,"count_uncertain:2@155,2@160",True,False,154.0,153.926,-0.074,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L2_human_digitized,out/human_trades.csv,False
4,4,X,none,,210.0,210.0,200.0,0.0,200.0,210.0,,,,10.0,count_uncertain:2@155,True,False,158.0,158.171,0.171,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L2_human_digitized,out/human_trades.csv,False
4,5,Y,insider,seller,210.0,175.0,150.0,-35.0,150.0,175.0,1.0,1.7142857142857142,0.7142857142857142,25.0,"count_uncertain:2@158,3@160",True,False,157.0,157.82,0.82,17,1.7094285714285717,1.4122857142857146,1.490873949579832,1.4117142857142857,1.7094285714285717,-0.29714285714285715,150.17,160.57,157.8194117647059,-59.83000000000001,-49.43000000000001,10.400000000000006,24.830000000000013,14.430000000000007,-0.014124649859943958,3.3896626491975704e-05,-0.22599439775910332,3.3896626491975704e-05,0.4943627450980388,-0.3290666666666668,0.04524225714967019,-0.15760544217687006,0.023024456889387156,-0.020566666666666674,-0.009850340136054379,1.5446666666666669,1.430357142857143,1.6314285714285717,1.5555714285714284,1.5574285714285712,1.4915714285714285,1.4294285714285715,1.5192857142857141,1.447714285714286,1.4148571428571433,1.4140000000000004,1.4120000000000001,1.5935,1.5135238095238093,1.4893333333333334,1.4367619047619051,1.4130000000000003,17.0,1.0,1.0,0.058823529411764705,True,True,1.0,0.058823529411764705,True,True,1.0,0.058823529411764705,True,True,17.0,1.0,True,1.0,1.0,L2_human_digitized,out/human_trades.csv,False
4,6,X,insider,buyer,210.0,375.0,275.0,165.0,275.0,375.0,0.3939393939393939,1.0,0.6060606060606061,100.0,count_uncertain:2@281,True,False,254.0,254.051,0.051,23,-0.24012121212121215,0.9104242424242426,0.26697496706192353,-0.24012121212121215,0.9104242424242426,1.1505454545454548,170.38,360.22,254.05086956521737,-39.620000000000005,150.22000000000003,189.84000000000003,204.62,14.779999999999973,0.038786022278117144,3.215012672956868e-07,0.8532924901185771,3.215012672956903e-07,6.399693675889328,1.7337109557109558,2.7138082849079187e-05,0.551515151515152,0.07436510850604897,0.07880504344140705,0.025068870523416005,0.08418686868686864,0.4663801652892561,-0.22006060606060607,-0.17984848484848484,-0.05860606060606062,0.429060606060606,0.42957575757575756,0.4299191919191918,0.381151515151515,0.42754545454545445,0.42933333333333334,0.5981414141414142,-0.20397575757575756,0.18522727272727268,0.42978181818181815,0.40434848484848473,0.5306181818181819,14.0,0.6086956521739131,8.0,0.34782608695652173,True,True,23.0,1.0,True,True,8.0,0.34782608695652173,True,True,0.0,0.0,False,1.0,1.0,L2_human_digitized,out/human_trades.csv,False
4,7,Y,insider,seller,210.0,175.0,150.0,-35.0,150.0,175.0,1.0,1.7142857142857142,0.7142857142857142,25.0,"source_inconsistent;count_uncertain:2@166,2@170",True,True,161.0,171.155,10.155,17,1.126285714285714,0.8325714285714282,1.1098487394957983,0.8325714285714282,1.2705714285714285,-0.2937142857142857,170.58,180.86,171.15529411764706,-39.41999999999999,-29.139999999999986,10.280000000000001,4.4199999999999875,5.860000000000014,-0.01951050420168067,0.00016681535110360033,-0.3121680672268907,0.00016681535110360033,0.6828676470588236,-0.21219047619047612,0.14082213630561674,-0.7524897959183684,0.005540362846560262,-0.013261904761904758,-0.047030612244898025,1.1776825396825397,1.0335357142857142,1.1955714285714285,1.2705714285714285,1.1362857142857146,1.1344285714285713,1.1325714285714281,1.1282857142857146,1.1242857142857146,1.124,1.0505714285714285,0.8335714285714285,1.2330714285714284,1.135047619047619,1.1297142857142857,1.1241904761904764,0.9420714285714286,14.0,0.8235294117647058,1.0,0.058823529411764705,True,False,1.0,0.058823529411764705,True,True,1.0,0.058823529411764705,True,True,14.0,0.8235294117647058,True,2.0,2.0,L2_human_digitized,out/human_trades.csv,False
4,8,Y,insider,seller,210.0,175.0,150.0,-35.0,150.0,175.0,1.0,1.7142857142857142,0.7142857142857142,25.0,"source_inconsistent;count_uncertain:2@171,3@171,2@181",True,True,164.0,174.667,10.667,10,1.1214285714285714,0.834,1.0095142857142858,0.834,1.1271428571428568,-0.2874285714285715,170.75,180.81,174.66699999999997,-39.25,-29.189999999999998,10.060000000000002,4.25,5.810000000000002,-0.040143722943722905,0.00022216139848446652,-0.3612935064935061,0.00022216139848446652,1.405030303030302,0.015428571428570416,0.05766888562243725,-0.4008857142857143,0.05609444532907906,0.0017142857142856017,-0.04454285714285714,1.1248571428571428,0.8941714285714287,1.1214285714285714,1.1214285714285714,1.1271428571428568,1.1271428571428568,1.1271428571428568,0.982857142857143,0.9831428571428571,0.8354285714285717,0.8354285714285717,0.834,1.1214285714285714,1.1271428571428568,1.055,0.9092857142857145,0.8347142857142859,5.0,0.5,1.0,0.1,True,False,1.0,0.1,True,True,1.0,0.1,True,True,5.0,0.5,True,3.0,3.0,L2_human_digitized,out/human_trades.csv,False
4,9,X,insider,buyer,210.0,375.0,275.0,165.0,275.0,375.0,0.3939393939393939,1.0,0.6060606060606061,100.0,"count_uncertain:2@301,3@311,2@321",True,False,301.0,301.615,0.615,20,0.36696969696969706,0.6996363636363636,0.5552454545454545,0.24909090909090906,0.6996363636363636,0.33266666666666656,270.55,325.44,301.6155,60.55000000000001,115.44,54.889999999999986,104.44999999999999,49.56,0.018026748689906582,1.2877936687142807e-07,0.34250822510822504,1.287793668714297e-07,2.974413533834586,0.5966942148760329,0.0023558397917540735,0.19308466483011863,9.501177911953393e-05,0.03140495867768594,0.010162350780532561,0.46966060606060606,0.6408303030303031,0.30803030303030304,0.3836969696969697,0.5513939393939393,0.5520909090909091,0.5530909090909091,0.6120303030303031,0.6127272727272729,0.6266969696969698,0.6671818181818181,0.6855151515151514,0.3458636363636364,0.5517424242424243,0.5825606060606061,0.6197121212121213,0.6763484848484848,17.0,0.85,4.0,0.2,True,True,,,False,False,4.0,0.2,True,True,0.0,0.0,False,2.0,2.0,L2_human_digitized,out/human_trades.csv,False
4,10,Y,insider,seller,210.0,175.0,150.0,-35.0,150.0,175.0,1.0,1.7142857142857142,0.7142857142857142,25.0,count_uncertain:3@165,True,False,167.0,167.517,0.517,15,1.6902857142857142,1.1217142857142854,1.213847619047619,1.1217142857142854,1.6902857142857142,-0.5685714285714287,150.84,170.74,167.5153333333333,-59.16,-39.25999999999999,19.900000000000006,24.159999999999997,4.259999999999991,-0.02716836734693878,0.0010484884735546527,-0.380357142857143,0.001048488473554651,0.9508928571428574,-0.9731904761904757,0.00305451429613541,-0.01742857142857135,0.000754644229693202,-0.06951360544217684,-0.0012448979591836676,1.291392857142857,1.1252244897959183,1.558,1.275142857142857,1.275142857142857,1.1302857142857143,1.1300000000000003,1.1295714285714284,1.1277142857142857,1.125,1.125142857142857,1.1219999999999999,1.4637142857142855,1.2268571428571426,1.1297142857142857,1.125904761904762,1.1230476190476189,15.0,1.0,1.0,0.06666666666666667,True,True,1.0,0.06666666666666667,True,True,1.0,0.06666666666666667,True,True,15.0,1.0,True,4.0,4.0,L2_human_digitized,out/human_trades.csv,False
4,11,X,insider,buyer,210.0,375.0,275.0,165.0,275.0,375.0,0.3939393939393939,1.0,0.6060606060606061,100.0,ok,False,False,323.0,323.458,0.458,20,0.43078787878787866,0.975030303030303,0.6876272727272729,0.43078787878787866,0.975030303030303,0.5442424242424244,281.08,370.88,323.45849999999996,71.07999999999998,160.88,89.80000000000001,93.92000000000002,4.1200000000000045,0.02380309865573024,1.0268964084307933e-09,0.45225887445887447,1.0268964084308082e-09,3.927511278195489,0.34515445362718117,0.0008434402898109123,0.7829744719926539,1.8562734345824485e-05,0.018166023875114803,0.04120918273645546,0.5783212121212121,0.7969333333333334,0.49084848484848476,0.565939393939394,0.5807878787878789,0.6116969696969697,0.6423333333333334,0.6724242424242426,0.6730303030303029,0.7651818181818182,0.8998181818181819,0.9742121212121213,0.5283939393939393,0.5962424242424244,0.657378787878788,0.7191060606060605,0.9370151515151516,20.0,1.0,1.0,0.05,True,True,17.0,0.85,True,True,1.0,0.05,True,True,0.0,0.0,False,3.0,3.0,L2_human_digitized,out/human_trades.csv,False
4,12,Y,insider,seller,210.0,175.0,150.0,-35.0,150.0,175.0,1.0,1.7142857142857142,0.7142857142857142,25.0,ok,False,False,171.0,171.679,0.679,18,1.1182857142857139,1.1314285714285712,1.0949206349206348,0.9862857142857145,1.1359999999999997,0.013142857142857345,170.86,170.4,171.6777777777778,-39.139999999999986,-39.599999999999994,-0.46000000000000796,4.139999999999986,4.599999999999994,0.004941176470588248,0.0622808550002584,0.08400000000000023,0.062280855000258456,-0.1729411764705887,0.18465238095238148,0.229541928962541,-0.034566666666666246,0.7303050026400808,0.010861904761904793,-0.0020333333333333093,1.0719047619047621,1.117936507936508,1.0539999999999996,0.9864285714285717,1.1281428571428571,1.1279999999999997,1.0910000000000002,1.1295714285714284,1.134,1.1348571428571428,1.0675714285714288,1.1317142857142857,1.0202142857142857,1.128095238095238,1.1102857142857143,1.1345714285714286,1.0996428571428574,15.0,0.8333333333333334,1.0,0.05555555555555555,True,True,1.0,0.05555555555555555,True,True,1.0,0.05555555555555555,True,True,15.0,0.8333333333333334,True,5.0,5.0,L2_human_digitized,out/human_trades.csv,False
4,13,X,insider,buyer,210.0,375.0,275.0,165.0,275.0,375.0,0.3939393939393939,1.0,0.6060606060606061,100.0,"count_uncertain:2@341,2@371",True,False,344.0,344.51,0.51,21,0.6082424242424244,0.9986060606060605,0.8152092352092353,0.6082424242424244,0.9986060606060605,0.39036363636363614,310.36,374.77,344.5095238095238,100.36000000000001,164.76999999999998,64.40999999999997,64.63999999999999,0.2300000000000182,0.017626052735143644,1.9190773239498598e-15,0.3525210547028728,1.9190773239503315e-15,2.9082987012987007,0.3564517906336087,5.634601644693081e-06,0.4478898071625341,3.7880213747122973e-06,0.017822589531680436,0.022394490358126712,0.7306721763085399,0.9082000000000001,0.6409696969696971,0.6877272727272727,0.7342727272727273,0.764060606060606,0.7943636363636364,0.8086363636363637,0.8244848484848484,0.8853636363636364,0.9450000000000001,0.9832121212121212,0.6643484848484849,0.7491666666666666,0.8015,0.8549242424242425,0.9679272727272726,21.0,1.0,1.0,0.047619047619047616,True,True,12.0,0.5714285714285714,True,True,1.0,0.047619047619047616,True,True,0.0,0.0,False,4.0,4.0,L2_human_digitized,out/human_trades.csv,False
4,14,Y,none,,210.0,210.0,200.0,0.0,200.0,210.0,,,,10.0,count_uncertain:3@166,True,False,159.0,159.416,0.416,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L2_human_digitized,out/human_trades.csv,False
5,1,Z,none,,212.5,212.5,169.5,0.0,169.5,212.5,,,,43.0,ok,False,False,165.0,164.491,-0.509,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L2_human_digitized,out/human_trades.csv,False
5,2,X,none,,212.5,212.5,169.5,0.0,169.5,212.5,,,,43.0,ok,False,False,172.0,172.565,0.565,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L2_human_digitized,out/human_trades.csv,False
5,3,Z,none,,212.5,212.5,169.5,0.0,169.5,212.5,,,,43.0,unmatched_band:175.3,False,False,175.0,175.076,0.076,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L2_human_digitized,out/human_trades.csv,False
