market,side,n,re_price,vbar,D_first,D_last,slope,francs_moved,required_francs
3,buyer,3,400.0,220.0,0.35281481481481486,0.9865185185185186,0.5144135491916064,114.06666666666666,180.0
3,seller,5,175.0,220.0,0.9141333333333334,1.1015555555555554,0.1766060317460316,-8.433999999999997,-45.0
4,buyer,4,375.0,210.0,0.29146969696969693,0.8959242424242424,0.5001451610971374,99.735,165.0
4,seller,5,175.0,210.0,1.353142857142857,1.0663999999999998,-0.23916262286732856,10.036000000000001,-35.0
5,buyer,7,277.14285714285717,212.5,0.31571786353181697,0.8807676974188602,0.33417770723678936,35.92857142857142,64.64285714285717
5,seller,3,180.0,212.5,0.7269743589743592,1.1056410256410256,0.2534494694503983,-12.306666666666663,-32.5
