market,period,trade_index,n_trades_in_period,price,state,info,vbar,re_price,pi_price,side,D,separating,period_mean_digitized,period_mean_printed,mean_residual,dot_quality_flag,_k,vb,sp,sd,flg,cu,Dc,u,buy,pid
3,8,4,14,150.12,Y,insider,220.0,175.0,220.0,seller,1.55289,True,165.197,165.0,0.197,count_uncertain:2@165,"(3, 8)",220.0,-45.0,seller,False,True,1.5528888888888888,0.23076923076923078,0.0,308
3,8,5,14,159.98,Y,insider,220.0,175.0,220.0,seller,1.33371,True,165.197,165.0,0.197,count_uncertain:2@165,"(3, 8)",220.0,-45.0,seller,False,True,1.333777777777778,0.3076923076923077,0.0,308
3,8,6,14,164.65,Y,insider,220.0,175.0,220.0,seller,1.23009,True,165.197,165.0,0.197,count_uncertain:2@165,"(3, 8)",220.0,-45.0,seller,False,True,1.23,0.38461538461538464,0.0,308
3,8,7,14,164.67,Y,insider,220.0,175.0,220.0,seller,1.22966,True,165.197,165.0,0.197,count_uncertain:2@165,"(3, 8)",220.0,-45.0,seller,False,True,1.2295555555555557,0.46153846153846156,0.0,308
3,8,8,14,164.81,Y,insider,220.0,175.0,220.0,seller,1.22637,True,165.197,165.0,0.197,count_uncertain:2@165,"(3, 8)",220.0,-45.0,seller,False,True,1.2264444444444444,0.5384615384615384,0.0,308
3,8,9,14,164.86,Y,insider,220.0,175.0,220.0,seller,1.22523,True,165.197,165.0,0.197,count_uncertain:2@165,"(3, 8)",220.0,-45.0,seller,False,True,1.225333333333333,0.6153846153846154,0.0,308
3,8,10,14,164.86,Y,insider,220.0,175.0,220.0,seller,1.22523,True,165.197,165.0,0.197,count_uncertain:2@165,"(3, 8)",220.0,-45.0,seller,False,True,1.225333333333333,0.6923076923076923,0.0,308
3,8,11,14,167.77,Y,insider,220.0,175.0,220.0,seller,1.16059,True,165.197,165.0,0.197,count_uncertain:2@165,"(3, 8)",220.0,-45.0,seller,False,True,1.1606666666666665,0.7692307692307693,0.0,308
3,8,12,14,169.7,Y,insider,220.0,175.0,220.0,seller,1.11774,True,165.197,165.0,0.197,count_uncertain:2@165,"(3, 8)",220.0,-45.0,seller,False,True,1.117777777777778,0.8461538461538461,0.0,308
3,8,13,14,169.95,Y,insider,220.0,175.0,220.0,seller,1.11215,True,165.197,165.0,0.197,count_uncertain:2@165,"(3, 8)",220.0,-45.0,seller,False,True,1.1122222222222224,0.9230769230769231,0.0,308
3,8,14,14,171.0,Y,insider,220.0,175.0,220.0,seller,1.0889,True,165.197,165.0,0.197,count_uncertain:2@165,"(3, 8)",220.0,-45.0,seller,False,True,1.0888888888888888,1.0,0.0,308
3,9,1,16,390.0,X,insider,220.0,400.0,400.0,buyer,0.94444,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9444444444444444,0.0,1.0,309
3,9,2,16,394.13,X,insider,220.0,400.0,400.0,buyer,0.96739,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9673888888888889,0.06666666666666667,1.0,309
3,9,3,16,394.51,X,insider,220.0,400.0,400.0,buyer,0.96948,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9694999999999999,0.13333333333333333,1.0,309
3,9,4,16,394.51,X,insider,220.0,400.0,400.0,buyer,0.96948,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9694999999999999,0.2,1.0,309
3,9,5,16,394.51,X,insider,220.0,400.0,400.0,buyer,0.96948,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9694999999999999,0.26666666666666666,1.0,309
3,9,6,16,396.56,X,insider,220.0,400.0,400.0,buyer,0.98089,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9808888888888889,0.3333333333333333,1.0,309
3,9,7,16,396.56,X,insider,220.0,400.0,400.0,buyer,0.98089,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9808888888888889,0.4,1.0,309
3,9,8,16,396.78,X,insider,220.0,400.0,400.0,buyer,0.9821,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9821111111111109,0.4666666666666667,1.0,309
3,9,9,16,398.22,X,insider,220.0,400.0,400.0,buyer,0.99009,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9901111111111113,0.5333333333333333,1.0,309
3,9,10,16,394.48,X,insider,220.0,400.0,400.0,buyer,0.96931,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9693333333333334,0.6,1.0,309
3,9,11,16,394.43,X,insider,220.0,400.0,400.0,buyer,0.96907,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9690555555555556,0.6666666666666666,1.0,309
