market,period,txn,price,wp_page,printed_period_avg,recon_period_avg,period_validated
5,12,1,240,97,240,240.056,yes
5,12,2,240,97,240,240.056,yes
5,12,3,240,97,240,240.056,yes
5,12,4,240,97,240,240.056,yes
5,12,5,240,97,240,240.056,yes
5,12,6,240,97,240,240.056,yes
5,12,7,240,97,240,240.056,yes
5,12,8,240,97,240,240.056,yes
5,12,9,240,97,240,240.056,yes
5,12,10,240,97,240,240.056,yes
5,12,11,240,97,240,240.056,yes
5,12,12,240,97,240,240.056,yes
5,12,13,241,97,240,240.056,yes
5,12,14,240,97,240,240.056,yes
5,12,15,240,97,240,240.056,yes
5,12,16,240,97,240,240.056,yes
5,12,17,240,97,240,240.056,yes
5,12,18,240,97,240,240.056,yes
5,13,1,285,97,296,295.625,yes
5,13,2,285,97,296,295.625,yes
5,13,3,290,97,296,295.625,yes
5,13,4,290,97,296,295.625,yes
5,13,5,290,97,296,295.625,yes
5,13,6,290,97,296,295.625,yes
5,13,7,295,97,296,295.625,yes
5,13,8,295,97,296,295.625,yes
5,13,9,290,97,296,295.625,yes
5,13,10,295,97,296,295.625,yes
5,13,11,295,97,296,295.625,yes
5,13,12,300,97,296,295.625,yes
5,13,13,300,97,296,295.625,yes
5,13,14,300,97,296,295.625,yes
5,13,15,315,97,296,295.625,yes
5,13,16,315,97,296,295.625,yes
