group,run_id,session,market,seed,period,state,info,side,discovery,n_trades,true_state_belief,price_basis_share,E_pct,TE_pct,insider_profit,uninformed_profit,insider_advantage_pct
m3,m3_random_2,0,3,20250749,6,X,insider,buyer,-0.269,20,0.35,0.7222222222222222,88.54166666666667,63.333333333333336,995.5,421.1666666666667,236.36723387415907
m3,m3_random_2,0,3,20250749,7,Y,insider,seller,1.345,26,0.6583333333333333,0.6666666666666666,82.73809523809524,9.375,358.8333333333333,220.33333333333334,162.8593040847201
m3,m3_random_2,0,3,20250749,8,Y,insider,seller,1.145,17,0.6938888888888889,0.5555555555555556,88.69047619047619,40.625,354.8333333333333,266.0,133.39598997493732
m3,m3_random_2,0,3,20250749,9,Y,insider,seller,1.477,17,0.6642388888888889,0.7058823529411765,95.23809523809524,75.0,358.3333333333333,308.3333333333333,116.21621621621621
m3,m3_random_2,0,3,20250749,10,Y,insider,seller,1.601,20,0.675,0.7647058823529411,96.42857142857143,81.25,347.0,328.0,105.79268292682927
m3,m3_random_2,0,3,20250749,11,Y,all,,,17,,,100.0,100.0,,,
m3,m3_random_2,0,3,20250749,12,Y,all,,,16,,,100.0,100.0,,,
m4,m4_paper_0,0,4,20250755,1,X,none,,,17,0.3432777777777778,0.3888888888888889,96.42857142857143,70.0,,,
m4,m4_paper_0,0,4,20250755,2,Y,none,,,8,0.5652416666666666,0.75,97.42063492063492,78.33333333333333,,,
m4,m4_paper_0,0,4,20250755,3,Y,none,,,26,0.6543611111111111,0.7142857142857143,94.44444444444444,53.333333333333336,,,
m4,m4_paper_0,0,4,20250755,4,X,none,,,10,0.37777777777777777,0.6111111111111112,93.25396825396825,43.333333333333336,,,
m4,m4_paper_0,0,4,20250755,5,Y,insider,seller,1.393,20,0.685,0.8333333333333334,90.47619047619048,50.0,361.0,272.3333333333333,132.55813953488374
m4,m4_paper_0,0,4,20250755,6,X,insider,buyer,0.041,17,0.4575555555555556,0.7058823529411765,87.77777777777777,63.333333333333336,854.1666666666666,462.5,184.68468468468467
m4,m4_paper_0,0,4,20250755,7,Y,insider,seller,1.692,22,0.6955555555555555,0.7222222222222222,93.45238095238095,65.625,345.0,309.1666666666667,111.59029649595686
m4,m4_paper_0,0,4,20250755,8,Y,insider,seller,0.911,25,0.6627777777777778,0.7222222222222222,82.73809523809524,9.375,381.5,197.66666666666666,193.00168634064082
m4,m4_paper_0,0,4,20250755,9,X,insider,buyer,0.374,19,0.4137222222222222,0.6666666666666666,95.55555555555556,86.66666666666667,898.1666666666666,535.1666666666666,167.82933665524757
m4,m4_paper_0,0,4,20250755,10,Y,insider,seller,1.394,18,0.6833333333333333,0.5882352941176471,95.23809523809524,75.0,362.8333333333333,303.8333333333333,119.41854086670322
m4,m4_paper_0,0,4,20250755,11,X,insider,buyer,0.249,19,0.48777777777777775,0.7777777777777778,90.0,70.0,810.8333333333334,539.1666666666666,150.386398763524
m4,m4_paper_0,0,4,20250755,12,Y,insider,seller,0.457,15,0.6325555555555555,0.6666666666666666,70.23809523809524,-56.25,368.1666666666667,123.5,298.11066126855604
m4,m4_paper_0,0,4,20250755,13,X,insider,buyer,0.252,19,0.45999999999999996,0.5555555555555556,90.0,70.0,876.6666666666666,473.3333333333333,185.2112676056338
m4,m4_paper_0,0,4,20250755,14,Y,none,,,22,0.6258333333333334,0.4411764705882353,98.41269841269842,86.66666666666667,,,
m4,m4_paper_1,0,4,20250756,1,X,none,,,20,0.3295555555555556,0.6111111111111112,92.7579365079365,39.166666666666664,,,
m4,m4_paper_1,0,4,20250756,2,Y,none,,,15,0.6263611111111111,0.6666666666666666,97.22222222222223,76.66666666666667,,,
m4,m4_paper_1,0,4,20250756,3,Y,none,,,15,0.6554444444444445,0.6111111111111112,97.61904761904762,80.0,,,
m4,m4_paper_1,0,4,20250756,4,X,none,,,23,0.3104166666666667,0.7222222222222222,89.98015873015873,15.833333333333334,,,
m4,m4_paper_1,0,4,20250756,5,Y,insider,seller,1.721,17,0.5870555555555556,0.7777777777777778,81.54761904761905,3.125,346.3333333333333,224.5,154.26874536005937
m4,m4_paper_1,0,4,20250756,6,X,insider,buyer,-0.392,15,0.3788888888888889,0.5555555555555556,85.55555555555556,56.666666666666664,785.3333333333334,498.0,157.69745649263723
m4,m4_paper_1,0,4,20250756,7,Y,insider,seller,1.712,13,0.6198333333333333,0.5294117647058824,83.92857142857143,15.625,346.0,241.5,143.2712215320911
m4,m4_paper_1,0,4,20250756,8,Y,insider,seller,1.668,19,0.6509444444444443,0.4444444444444444,89.88095238095238,46.875,346.5,282.6666666666667,122.5825471698113
m4,m4_paper_1,0,4,20250756,9,X,insider,buyer,0.183,18,0.4230555555555556,0.6111111111111112,87.77777777777777,63.333333333333336,799.1666666666666,517.5,154.4283413848631
m4,m4_paper_1,0,4,20250756,10,Y,insider,seller,1.697,22,0.6896111111111112,0.5882352941176471,88.0952380952381,37.5,358.3333333333333,258.3333333333333,138.70967741935482
m4,m4_paper_1,0,4,20250756,11,X,insider,buyer,0.11,25,0.5249999999999999,0.7222222222222222,91.11111111111111,73.33333333333333,874.0,492.6666666666667,177.4018944519621
m4,m4_paper_1,0,4,20250756,12,Y,insider,seller,1.723,20,0.7544444444444445,0.7777777777777778,90.47619047619048,50.0,350.5,282.8333333333333,123.92457277548615
m4,m4_paper_1,0,4,20250756,13,X,insider,buyer,0.304,23,0.6344444444444445,0.8888888888888888,91.11111111111111,73.33333333333333,854.8333333333334,511.8333333333333,167.014001953761
m4,m4_paper_1,0,4,20250756,14,Y,none,,,21,0.6634166666666667,0.8888888888888888,97.02380952380952,75.0,,,
m4,m4_random_0,0,4,20250757,1,Y,none,,,11,0.6344083333333334,0.3888888888888889,97.02380952380952,75.0,,,
m4,m4_random_0,0,4,20250757,2,X,none,,,17,0.33725,0.6944444444444444,96.82539682539682,73.33333333333333,,,
m4,m4_random_0,0,4,20250757,3,X,none,,,23,0.37527777777777777,0.7222222222222222,98.41269841269842,86.66666666666667,,,
m4,m4_random_0,0,4,20250757,4,X,none,,,21,0.5083333333333333,0.7142857142857143,99.0079365079365,91.66666666666667,,,
m4,m4_random_0,0,4,20250757,5,X,insider,buyer,-0.266,20,0.44055555555555553,0.9444444444444444,84.44444444444444,53.333333333333336,786.5,480.1666666666667,163.79729260673378
m4,m4_random_0,0,4,20250757,6,X,insider,buyer,0.036,14,0.616111111111111,0.8888888888888888,90.0,70.0,726.5,623.5,116.5196471531676
m4,m4_random_0,0,4,20250757,7,Y,insider,seller,1.604,24,0.7272222222222222,0.5555555555555556,92.85714285714286,62.5,346.1666666666667,303.8333333333333,113.93307734503568
m4,m4_random_0,0,4,20250757,8,Y,insider,seller,1.522,25,0.7648333333333333,0.7777777777777778,88.0952380952381,37.5,366.0,250.66666666666666,146.01063829787233
m4,m4_random_0,0,4,20250757,9,Y,insider,seller,1.339,24,0.7296666666666667,0.8888888888888888,97.61904761904762,87.5,366.6666666666667,316.6666666666667,115.78947368421053
m4,m4_random_0,0,4,20250757,10,X,insider,buyer,-0.028,24,0.43333333333333335,0.7222222222222222,87.77777777777777,63.333333333333336,867.6666666666666,449.0,193.24424647364512
m4,m4_random_0,0,4,20250757,11,Y,insider,seller,1.393,23,0.6994444444444444,0.7777777777777778,96.42857142857143,81.25,367.6666666666667,307.3333333333333,119.6312364425163
m4,m4_random_0,0,4,20250757,12,Y,insider,seller,1.809,22,0.6615555555555556,0.7222222222222222,95.23809523809524,75.0,382.8333333333333,283.8333333333333,134.87962419260128
m4,m4_random_0,0,4,20250757,13,Y,insider,seller,1.112,24,0.7113888888888888,0.7222222222222222,98.80952380952381,93.75,357.5,334.1666666666667,106.98254364089775
m4,m4_random_0,0,4,20250757,14,Y,none,,,24,0.6266666666666666,0.5833333333333334,98.61111111111111,88.33333333333333,,,
m4,m4_random_1,0,4,20250758,1,Y,none,,,15,0.6040416666666667,0.6666666666666666,97.42063492063492,78.33333333333333,,,
m4,m4_random_1,0,4,20250758,2,Y,none,,,20,0.6809444444444445,0.75,97.02380952380952,75.0,,,
m4,m4_random_1,0,4,20250758,3,X,none,,,23,0.3354722222222222,0.8055555555555556,97.61904761904762,80.0,,,
m4,m4_random_1,0,4,20250758,4,X,none,,,11,0.3680555555555556,0.5555555555555556,93.25396825396825,43.333333333333336,,,
m4,m4_random_1,0,4,20250758,5,X,insider,buyer,0.117,16,0.43833333333333335,0.6111111111111112,85.55555555555556,56.666666666666664,825.0,458.3333333333333,180.0
m4,m4_random_1,0,4,20250758,6,X,insider,buyer,0.031,17,0.517,0.7777777777777778,92.22222222222223,76.66666666666667,805.0,578.3333333333334,139.19308357348703
m4,m4_random_1,0,4,20250758,7,Y,insider,seller,0.467,23,0.6322222222222221,0.5555555555555556,68.45238095238095,-65.625,404.5,74.66666666666667,541.7410714285714
m4,m4_random_1,0,4,20250758,8,Y,insider,seller,0.443,8,0.6816666666666666,0.6666666666666666,76.19047619047619,-25.0,329.5,203.83333333333334,161.6516762060507
m4,m4_random_1,0,4,20250758,9,Y,insider,seller,1.233,21,0.7288888888888888,0.7222222222222222,100.0,100.0,356.1666666666667,343.8333333333333,103.58700920988854
m4,m4_random_1,0,4,20250758,10,Y,insider,seller,1.029,20,0.7635944444444445,0.7777777777777778,100.0,100.0,352.0,348.0,101.14942528735632
m4,m4_random_1,0,4,20250758,11,Y,insider,seller,1.862,19,0.6808888888888889,0.7647058823529411,91.66666666666667,56.25,341.0,300.6666666666667,113.41463414634146
m4,m4_random_1,0,4,20250758,12,X,insider,buyer,0.226,20,0.4797222222222222,0.8888888888888888,90.0,70.0,858.3333333333334,491.6666666666667,174.5762711864407
m4,m4_random_1,0,4,20250758,13,Y,insider,seller,1.077,25,0.7383333333333333,0.9444444444444444,88.69047619047619,40.625,348.1666666666667,272.6666666666667,127.68948655256725
m4,m4_random_1,0,4,20250758,14,X,none,,,20,0.37343333333333334,0.5294117647058824,97.12301587301587,75.83333333333333,,,
m4,m4_random_2,0,4,20250759,1,Y,none,,,13,0.6512972222222222,0.3611111111111111,97.02380952380952,75.0,,,
m4,m4_random_2,0,4,20250759,2,Y,none,,,16,0.6665833333333333,0.6666666666666666,91.66666666666667,30.0,,,
m4,m4_random_2,0,4,20250759,3,Y,none,,,17,0.6416944444444445,0.6666666666666666,88.69047619047619,5.0,,,
m4,m4_random_2,0,4,20250759,4,Y,none,,,14,0.7176388888888889,0.5833333333333334,84.32539682539682,-31.666666666666668,,,
m4,m4_random_2,0,4,20250759,5,X,insider,buyer,0.071,23,0.3985,1.0,87.77777777777777,63.333333333333336,871.6666666666666,445.0,195.88014981273406
m4,m4_random_2,0,4,20250759,6,Y,insider,seller,2.206,14,0.7094444444444444,0.7777777777777778,89.28571428571429,43.75,329.6666666666667,295.3333333333333,111.62528216704291
m4,m4_random_2,0,4,20250759,7,Y,insider,seller,1.719,28,0.7524444444444445,0.8888888888888888,94.64285714285714,71.875,362.3333333333333,300.1666666666667,120.71071626873956
m4,m4_random_2,0,4,20250759,8,X,insider,buyer,-0.362,20,0.22111111111111112,0.8823529411764706,85.55555555555556,56.666666666666664,978.8333333333334,304.5,321.45593869731806
m4,m4_random_2,0,4,20250759,9,X,insider,buyer,0.027,19,0.5094444444444445,0.8333333333333334,88.88888888888889,66.66666666666667,835.8333333333334,497.5,168.00670016750422
m4,m4_random_2,0,4,20250759,10,Y,insider,seller,0.208,25,0.5788888888888889,0.7222222222222222,86.9047619047619,31.25,444.5,163.83333333333334,271.3123092573754
m4,m4_random_2,0,4,20250759,11,X,insider,buyer,0.603,19,0.5227777777777778,0.7777777777777778,95.55555555555556,86.66666666666667,843.3333333333334,590.0,142.93785310734464
m4,m4_random_2,0,4,20250759,12,X,insider,buyer,0.552,18,0.4855555555555556,0.6666666666666666,97.77777777777777,93.33333333333333,860.8333333333334,605.8333333333334,142.09078404401652
m4,m4_random_2,0,4,20250759,13,Y,insider,seller,0.079,17,0.6322777777777778,0.5,64.88095238095238,-84.375,409.0,45.166666666666664,905.5350553505535
m4,m4_random_2,0,4,20250759,14,Y,none,,,19,0.6322222222222221,0.4722222222222222,96.82539682539682,73.33333333333333,,,
m5,m5_paper_0,0,5,20250765,1,Z,none,,,16,0.4,0.2777777777777778,96.62745098039215,79.22705314009661,,,
m5,m5_paper_0,0,5,20250765,2,X,none,,,18,0.35,0.25,97.47058823529412,84.42028985507247,,,
m5,m5_paper_0,0,5,20250765,3,Z,none,,,20,0.40111111111111114,0.3611111111111111,100.0,100.0,,,
m5,m5_paper_0,0,5,20250765,4,X,insider,seller,1.538,20,0.3907222222222222,0.5882352941176471,93.28703703703704,57.35294117647059,373.3333333333333,298.3333333333333,125.13966480446926
m5,m5_paper_0,0,5,20250765,5,X,insider,seller,1.332,23,0.3888888888888889,0.6111111111111112,95.25462962962963,69.8529411764706,374.0,311.8333333333333,119.93586317477286
m5,m5_paper_0,0,5,20250765,6,Y,insider,buyer,0.277,22,0.2925,0.8888888888888888,93.62244897959184,78.69318181818181,516.6666666666666,400.8333333333333,128.8981288981289
m5,m5_paper_0,0,5,20250765,7,Z,insider,buyer,0.264,22,0.3902777777777778,0.8333333333333334,100.0,100.0,796.6666666666666,483.3333333333333,164.82758620689654
m5,m5_paper_0,0,5,20250765,8,Z,insider,buyer,-0.291,25,0.3627777777777778,0.7777777777777778,88.93229166666667,69.20289855072464,725.8333333333334,412.5,175.959595959596
m5,m5_paper_0,0,5,20250765,9,Y,insider,buyer,-0.745,18,0.3111111111111111,0.5,83.41836734693878,44.60227272727273,482.6666666666667,334.8333333333333,144.15131906421107
m5,m5_paper_0,0,5,20250765,10,Y,insider,buyer,-1.782,20,0.3501888888888889,0.8333333333333334,83.50340136054422,44.88636363636363,469.8333333333333,348.5,134.8158775705404
m5,m5_paper_0,0,5,20250765,11,X,insider,seller,0.74,23,0.2623611111111111,0.8333333333333334,81.59722222222223,-16.91176470588235,415.5,172.0,241.56976744186048
m5,m5_paper_0,0,5,20250765,12,Y,insider,buyer,-0.378,20,0.38685183333333334,0.7222222222222222,92.34693877551021,74.43181818181819,527.0,378.0,139.41798941798942
m5,m5_paper_0,0,5,20250765,13,Z,insider,buyer,-0.137,22,0.2708333333333333,0.6111111111111112,83.13802083333333,53.07971014492754,748.3333333333334,315.8333333333333,236.9393139841689
m5,m5_paper_1,0,5,20250766,1,Z,none,,,9,0.4,0.2222222222222222,91.56862745098039,48.067632850241544,,,
m5,m5_paper_1,0,5,20250766,2,X,none,,,18,0.35,0.25,100.0,100.0,,,
m5,m5_paper_1,0,5,20250766,3,Z,none,,,25,0.4,0.37142857142857144,100.0,100.0,,,
m5,m5_paper_1,0,5,20250766,4,X,insider,seller,1.132,17,0.38361111111111107,0.5,81.94444444444444,-14.705882352941176,360.5,229.5,157.0806100217865
m5,m5_paper_1,0,5,20250766,5,X,insider,seller,1.351,20,0.3705555555555555,0.6470588235294118,90.27777777777777,38.23529411764706,370.6666666666667,279.3333333333333,132.6968973747017
m5,m5_paper_1,0,5,20250766,6,Y,insider,buyer,-1.292,23,0.20833333333333334,0.625,91.07142857142857,70.17045454545455,552.3333333333334,340.1666666666667,162.37138657520822
m5,m5_paper_1,0,5,20250766,7,Z,insider,buyer,-0.479,21,0.36166666666666664,0.8,78.97135416666667,41.48550724637681,588.3333333333334,422.5,139.25049309664695
m5,m5_paper_1,0,5,20250766,8,Z,insider,buyer,-0.16,21,0.34872855555555554,0.6470588235294118,95.18229166666667,86.59420289855072,743.1666666666666,475.1666666666667,156.40126271483686
m5,m5_paper_1,0,5,20250766,9,Y,insider,buyer,-0.786,18,0.2574073888888889,0.5294117647058824,93.62244897959184,78.69318181818181,557.5,360.0,154.86111111111111
m5,m5_paper_1,0,5,20250766,10,Y,insider,buyer,-0.986,22,0.26512344444444447,0.6111111111111112,87.24489795918367,57.38636363636363,510.8333333333333,344.1666666666667,148.42615012106535
m5,m5_paper_1,0,5,20250766,11,X,insider,seller,0.273,19,0.3338888888888889,0.6666666666666666,73.26388888888889,-69.8529411764706,400.6666666666667,126.83333333333333,315.90013140604475
m5,m5_paper_1,0,5,20250766,12,Y,insider,buyer,-1.621,17,0.30583333333333335,0.7222222222222222,88.5204081632653,61.64772727272727,486.6666666666667,380.8333333333333,127.7899343544858
m5,m5_paper_1,0,5,20250766,13,Z,insider,buyer,0.846,21,0.4646111111111111,0.7222222222222222,100.0,100.0,673.1666666666666,606.8333333333334,110.9310628948091
m5,m5_random_0,0,5,20250767,1,X,none,,,12,0.35,0.2222222222222222,95.7843137254902,74.03381642512078,,,
m5,m5_random_0,0,5,20250767,2,Z,none,,,12,0.4,0.3888888888888889,95.7843137254902,74.03381642512078,,,
m5,m5_random_0,0,5,20250767,3,Y,none,,,20,0.2523148055555555,0.25,100.0,100.0,,,
m5,m5_random_0,0,5,20250767,4,Z,insider,buyer,-0.603,24,0.38205555555555554,0.8888888888888888,70.5078125,17.934782608695652,596.6666666666666,305.8333333333333,195.09536784741144
m5,m5_random_0,0,5,20250767,5,Z,insider,buyer,0.431,20,0.454,0.8888888888888888,100.0,100.0,687.1666666666666,592.8333333333334,115.91228563396118
m5,m5_random_0,0,5,20250767,6,X,insider,seller,0.455,22,0.3522222222222222,0.5,69.44444444444444,-94.11764705882354,399.6666666666667,100.33333333333333,398.3388704318938
m5,m5_random_0,0,5,20250767,7,X,insider,seller,0.975,11,0.3833333333333333,0.7777777777777778,90.50925925925925,39.705882352941174,343.8333333333333,307.8333333333333,111.69463995668652
m5,m5_random_0,0,5,20250767,8,Z,insider,buyer,-0.477,23,0.34444444444444444,0.8333333333333334,81.0546875,47.28260869565217,718.6666666666666,318.8333333333333,225.40512284370098
m5,m5_random_0,0,5,20250767,9,Z,insider,buyer,-0.329,22,0.3944444444444445,0.5294117647058824,95.5078125,87.5,713.8333333333334,508.6666666666667,140.33420707732637
m5,m5_random_0,0,5,20250767,10,X,insider,seller,0.709,18,0.36574572222222224,0.6111111111111112,68.28703703703704,-101.47058823529412,380.0,111.66666666666667,340.29850746268653
m5,m5_random_0,0,5,20250767,11,X,insider,seller,1.019,21,0.4,0.4444444444444444,90.27777777777777,38.23529411764706,361.5,288.5,125.30329289428076
m5,m5_random_0,0,5,20250767,12,X,insider,seller,1.031,18,0.45055555555555554,0.25,98.8425925925926,92.6470588235294,361.6666666666667,350.0,103.33333333333334
m5,m5_random_0,0,5,20250767,13,X,insider,seller,1.029,20,0.62,0.6666666666666666,100.0,100.0,361.0,359.0,100.55710306406685
m5,m5_random_1,0,5,20250768,1,Z,none,,,19,0.4,0.17142857142857143,100.0,100.0,,,
m5,m5_random_1,0,5,20250768,2,Y,none,,,21,0.2436111111111111,0.2222222222222222,100.0,100.0,,,
m5,m5_random_1,0,5,20250768,3,Y,none,,,21,0.2523148055555555,0.25,100.0,100.0,,,
m5,m5_random_1,0,5,20250768,4,Z,insider,buyer,-0.372,19,0.4122777777777778,0.4444444444444444,97.59114583333333,93.29710144927536,661.3333333333334,587.8333333333334,112.50354408846046
m5,m5_random_1,0,5,20250768,5,Z,insider,buyer,0.349,18,0.4663969444444445,0.8333333333333334,100.0,100.0,686.6666666666666,593.3333333333334,115.73033707865166
m5,m5_random_1,0,5,20250768,6,Y,insider,buyer,0.206,19,0.24166666666666664,0.6666666666666666,91.07142857142857,70.17045454545455,506.6666666666667,385.8333333333333,131.31749460043198
m5,m5_random_1,0,5,20250768,7,Z,insider,buyer,0.04,26,0.4361111111111111,0.8888888888888888,88.93229166666667,69.20289855072464,769.6666666666666,368.6666666666667,208.77034358047013
m5,m5_random_1,0,5,20250768,8,X,insider,seller,0.455,21,0.3562222222222222,0.7058823529411765,68.05555555555556,-102.94117647058823,397.3333333333333,92.66666666666667,428.7769784172661
m5,m5_random_1,0,5,20250768,9,Y,insider,buyer,-0.505,25,0.25277777777777777,0.6111111111111112,100.0,100.0,585.6666666666666,394.3333333333333,148.5207100591716
m5,m5_random_1,0,5,20250768,10,X,insider,seller,0.945,9,0.37166666666666665,0.7777777777777778,85.18518518518519,5.882352941176471,350.1666666666667,263.1666666666667,133.05889803673213
m5,m5_random_1,0,5,20250768,11,Z,insider,buyer,-0.207,23,0.3981666666666667,0.6470588235294118,97.91666666666667,94.20289855072464,873.5,379.8333333333333,229.96928477402372
m5,m5_random_1,0,5,20250768,12,Z,insider,buyer,0.349,20,0.38105555555555554,0.7647058823529411,100.0,100.0,780.0,500.0,156.0
m5,m5_random_1,0,5,20250768,13,Y,insider,buyer,-0.121,21,0.25,0.4444444444444444,93.62244897959184,78.69318181818181,527.3333333333334,390.1666666666667,135.1559162750961
m5,m5_random_2,0,5,20250769,1,Y,none,,,14,0.25,0.16666666666666666,94.94117647058823,68.84057971014492,,,
m5,m5_random_2,0,5,20250769,2,X,none,,,16,0.35,0.2777777777777778,99.15686274509804,94.80676328502416,,,
m5,m5_random_2,0,5,20250769,3,Z,none,,,11,0.4,0.3055555555555556,92.41176470588235,53.26086956521739,,,
m5,m5_random_2,0,5,20250769,4,X,insider,seller,1.234,21,0.3722222222222222,0.5555555555555556,88.88888888888889,29.41176470588235,360.8333333333333,279.1666666666667,129.25373134328356
m5,m5_random_2,0,5,20250769,5,Z,insider,buyer,-0.447,18,0.3958333333333333,0.5,82.68229166666667,51.81159420289855,618.8333333333334,439.5,140.80394387561623
m5,m5_random_2,0,5,20250769,6,Z,insider,buyer,-0.302,17,0.4072222222222222,0.5555555555555556,100.0,100.0,640.0,640.0,100.0
m5,m5_random_2,0,5,20250769,7,X,insider,seller,1.389,23,0.3708888888888889,0.5,90.50925925925925,39.705882352941174,377.6666666666667,274.0,137.8345498783455
m5,m5_random_2,0,5,20250769,8,Y,insider,buyer,-1.333,23,0.27222222222222225,0.5555555555555556,93.70748299319727,78.97727272727273,570.0,348.3333333333333,163.63636363636365
m5,m5_random_2,0,5,20250769,9,Z,insider,buyer,-0.145,24,0.3879444444444445,0.6111111111111112,84.765625,57.608695652173914,677.8333333333334,407.1666666666667,166.47564469914042
m5,m5_random_2,0,5,20250769,10,Z,insider,buyer,0.473,21,0.4583333333333333,0.8888888888888888,95.5078125,87.5,706.6666666666666,515.8333333333334,136.99515347334406
m5,m5_random_2,0,5,20250769,11,Y,insider,buyer,-0.251,18,0.24166666666666664,0.6111111111111112,88.5204081632653,61.64772727272727,529.0,338.5,156.27769571639587
m5,m5_random_2,0,5,20250769,12,Z,insider,buyer,0.515,22,0.39166666666666666,0.7777777777777778,95.83333333333333,88.40579710144928,674.0,552.6666666666666,121.95416164053077
m5,m5_random_2,0,5,20250769,13,X,insider,seller,1.531,20,0.365,0.3888888888888889,84.95370370370371,4.411764705882353,354.3333333333333,257.3333333333333,137.6943005181347
rounds,m4_r4_paper,0,4,20250755,1,X,none,,,13,0.32236458333333334,0.7291666666666666,97.22222222222223,76.66666666666667,,,
rounds,m4_r4_paper,0,4,20250755,2,Y,none,,,25,0.5839166666666666,0.8297872340425532,97.02380952380952,75.0,,,
rounds,m4_r4_paper,0,4,20250755,3,Y,none,,,25,0.7381875,0.8958333333333334,95.23809523809524,60.0,,,
rounds,m4_r4_paper,0,4,20250755,4,X,none,,,28,0.29839583333333336,0.7083333333333334,95.53571428571429,62.5,,,
rounds,m4_r4_paper,0,4,20250755,5,Y,insider,seller,1.592,14,0.6574875,0.75,84.52380952380952,18.75,336.6666666666667,255.0,132.0261437908497
rounds,m4_r4_paper,0,4,20250755,6,X,insider,buyer,0.395,26,0.45475,0.8333333333333334,95.55555555555556,86.66666666666667,879.0,554.3333333333334,158.56885147324112
rounds,m4_r4_paper,0,4,20250755,7,Y,insider,seller,0.998,35,0.6728333333333333,0.7083333333333334,83.33333333333333,12.5,422.8333333333333,160.5,263.44755970924194
rounds,m4_r4_paper,0,4,20250755,8,Y,insider,seller,1.695,29,0.7402083333333334,0.75,97.61904761904762,87.5,383.0,300.3333333333333,127.52497225305217
rounds,m4_r4_paper,0,4,20250755,9,X,insider,buyer,-0.463,18,0.27270833333333333,0.9166666666666666,81.66666666666667,45.0,912.3333333333334,312.6666666666667,291.7910447761194
rounds,m4_r4_paper,0,4,20250755,10,Y,insider,seller,1.649,24,0.6604583333333333,0.8333333333333334,93.45238095238095,65.625,353.5,300.6666666666667,117.5720620842572
rounds,m4_r4_paper,0,4,20250755,11,X,insider,buyer,-0.196,17,0.37375,0.8333333333333334,88.88888888888889,66.66666666666667,875.0,458.3333333333333,190.9090909090909
rounds,m4_r4_paper,0,4,20250755,12,Y,insider,seller,1.028,29,0.5646666666666667,0.875,76.19047619047619,-25.0,383.0,150.33333333333334,254.7671840354767
rounds,m4_r4_paper,0,4,20250755,13,X,insider,buyer,-0.354,27,0.35541666666666666,0.8333333333333334,85.55555555555556,56.666666666666664,936.0,347.3333333333333,269.48176583493284
rounds,m4_r4_paper,0,4,20250755,14,Y,none,,,19,0.6645833333333333,0.5416666666666666,96.42857142857143,70.0,,,
rounds,m4_r4_random,0,4,20250757,1,Y,none,,,28,0.6432583333333334,0.5416666666666666,99.60317460317461,96.66666666666667,,,
rounds,m4_r4_random,0,4,20250757,2,X,none,,,32,0.34270833333333334,0.5625,97.22222222222223,76.66666666666667,,,
rounds,m4_r4_random,0,4,20250757,3,X,none,,,23,0.43172916666666666,0.8333333333333334,97.61904761904762,80.0,,,
rounds,m4_r4_random,0,4,20250757,4,X,none,,,20,0.47833333333333333,0.75,99.0079365079365,91.66666666666667,,,
rounds,m4_r4_random,0,4,20250757,5,X,insider,buyer,0.052,18,0.5779166666666667,0.6666666666666666,90.0,70.0,743.3333333333334,606.6666666666666,122.52747252747255
rounds,m4_r4_random,0,4,20250757,6,X,insider,buyer,-0.075,25,0.5515833333333333,0.75,84.72222222222223,54.166666666666664,817.1666666666666,453.6666666666667,180.1249081557678
rounds,m4_r4_random,0,4,20250757,7,Y,insider,seller,-2.349,23,0.4220833333333333,0.875,57.142857142857146,-125.0,621.8333333333334,-221.83333333333334,-280.31555221637865
rounds,m4_r4_random,0,4,20250757,8,Y,insider,seller,-0.757,2,0.6583333333333333,0.4583333333333333,80.95238095238095,0.0,291.6666666666667,275.0,106.06060606060606
rounds,m4_r4_random,0,4,20250757,9,Y,insider,seller,0.304,24,0.6529166666666667,0.5416666666666666,70.83333333333333,-53.125,400.0,95.83333333333333,417.3913043478261
rounds,m4_r4_random,0,4,20250757,10,X,insider,buyer,0.124,21,0.4795833333333333,0.6666666666666666,88.88888888888889,66.66666666666667,878.3333333333334,455.0,193.04029304029305
rounds,m4_r4_random,0,4,20250757,11,Y,insider,seller,-1.068,23,0.4558333333333333,0.6666666666666666,69.04761904761905,-62.5,494.8333333333333,-11.5,-4302.898550724637
rounds,m4_r4_random,0,4,20250757,12,Y,insider,seller,0.635,13,0.6604166666666667,0.8260869565217391,80.35714285714286,-3.125,371.1666666666667,191.33333333333334,193.98954703832754
rounds,m4_r4_random,0,4,20250757,13,Y,insider,seller,1.003,17,0.7085833333333333,0.8333333333333334,97.02380952380952,84.375,349.6666666666667,329.5,106.12038442083967
rounds,m4_r4_random,0,4,20250757,14,Y,none,,,23,0.6181979166666667,0.7391304347826086,97.02380952380952,75.0,,,
rounds,m4_r5_paper,0,4,20250755,1,X,none,,,32,0.37116,0.5,99.0079365079365,91.66666666666667,,,
rounds,m4_r5_paper,0,4,20250755,2,Y,none,,,30,0.6208333333333333,0.43333333333333335,98.61111111111111,88.33333333333333,,,
rounds,m4_r5_paper,0,4,20250755,3,Y,none,,,37,0.7338166666666667,0.8666666666666667,91.96428571428571,32.5,,,
rounds,m4_r5_paper,0,4,20250755,4,X,none,,,23,0.3313166666666667,0.8166666666666667,95.23809523809524,60.0,,,
rounds,m4_r5_paper,0,4,20250755,5,Y,insider,seller,1.935,24,0.49766666666666665,0.8,83.92857142857143,15.625,340.1666666666667,247.33333333333334,137.533692722372
