group,run_id,session,market,seed,period,state,info,side,discovery,n_trades,true_state_belief,price_basis_share,E_pct,TE_pct,insider_profit,uninformed_profit,insider_advantage_pct
rounds,m4_r5_paper,0,4,20250755,6,X,insider,buyer,-0.043,19,0.392,0.6333333333333333,87.77777777777777,63.333333333333336,909.8333333333334,406.8333333333333,223.63785333879562
rounds,m4_r5_paper,0,4,20250755,7,Y,insider,seller,1.376,37,0.7011666666666667,0.7333333333333333,91.07142857142857,53.125,394.0,243.5,161.8069815195072
rounds,m4_r5_paper,0,4,20250755,8,Y,insider,seller,1.335,24,0.6663333333333333,0.7241379310344828,91.07142857142857,53.125,394.3333333333333,243.16666666666666,162.16586703221384
rounds,m4_r5_paper,0,4,20250755,9,X,insider,buyer,0.01,22,0.45316666666666666,0.7666666666666667,87.77777777777777,63.333333333333336,819.1666666666666,497.5,164.65661641541035
rounds,m4_r5_paper,0,4,20250755,10,Y,insider,seller,1.473,37,0.7003333333333333,0.6666666666666666,94.64285714285714,71.875,402.3333333333333,260.1666666666667,154.6444586803331
rounds,m4_r5_paper,0,4,20250755,11,X,insider,buyer,0.063,30,0.4207,0.7666666666666667,91.11111111111111,73.33333333333333,902.3333333333334,464.3333333333333,194.32878679109837
rounds,m4_r5_paper,0,4,20250755,12,Y,insider,seller,1.48,35,0.6916666666666667,0.8,90.47619047619048,50.0,445.8333333333333,187.5,237.77777777777774
rounds,m4_r5_paper,0,4,20250755,13,X,insider,buyer,0.474,21,0.5038333333333334,0.8,100.0,100.0,916.5,583.5,157.0694087403599
rounds,m4_r5_paper,0,4,20250755,14,Y,none,,,12,0.6338666666666666,0.7,84.32539682539682,-31.666666666666668,,,
rounds,m4_r5_random,0,4,20250757,1,Y,none,,,21,0.59768,0.38333333333333336,100.0,100.0,,,
rounds,m4_r5_random,0,4,20250757,2,X,none,,,37,0.3028,0.8333333333333334,97.81746031746032,81.66666666666667,,,
rounds,m4_r5_random,0,4,20250757,3,X,none,,,16,0.4411,0.7,96.62698412698413,71.66666666666667,,,
rounds,m4_r5_random,0,4,20250757,4,X,none,,,25,0.5153883333333333,0.65,98.80952380952381,90.0,,,
rounds,m4_r5_random,0,4,20250757,5,X,insider,buyer,-0.115,19,0.46,0.6896551724137931,85.55555555555556,56.666666666666664,763.6666666666666,519.6666666666666,146.95317511225144
rounds,m4_r5_random,0,4,20250757,6,X,insider,buyer,0.382,32,0.642,0.7,96.66666666666667,90.0,801.3333333333334,648.6666666666666,123.53545734840701
rounds,m4_r5_random,0,4,20250757,7,Y,insider,seller,2.291,21,0.6639999999999999,0.7,92.85714285714286,62.5,356.5,293.5,121.46507666098807
rounds,m4_r5_random,0,4,20250757,8,Y,insider,seller,-0.151,27,0.4448333333333333,0.7333333333333333,80.95238095238095,0.0,433.5,133.16666666666666,325.53191489361706
rounds,m4_r5_random,0,4,20250757,9,Y,insider,seller,0.341,18,0.6833333333333333,0.5714285714285714,67.85714285714286,-68.75,230.5,244.5,94.27402862985686
rounds,m4_r5_random,0,4,20250757,10,X,insider,buyer,0.268,26,0.5429999999999999,0.6896551724137931,93.33333333333333,80.0,911.0,489.0,186.29856850715746
rounds,m4_r5_random,0,4,20250757,11,Y,insider,seller,1.138,24,0.7126666666666667,0.7,100.0,100.0,357.6666666666667,342.3333333333333,104.47906523855893
rounds,m4_r5_random,0,4,20250757,12,Y,insider,seller,0.967,33,0.711,0.7931034482758621,100.0,100.0,380.5,319.5,119.0923317683881
rounds,m4_r5_random,0,4,20250757,13,Y,insider,seller,1.057,28,0.7462666666666666,0.8666666666666667,98.21428571428571,90.625,358.0,329.5,108.649468892261
rounds,m4_r5_random,0,4,20250757,14,Y,none,,,43,0.6715,0.8,98.01587301587301,83.33333333333333,,,
rounds,m4_r6_paper,0,4,20250755,1,X,none,,,26,0.31975000000000003,0.6388888888888888,95.23809523809524,60.0,,,
rounds,m4_r6_paper,0,4,20250755,2,Y,none,,,28,0.5967916666666667,0.7083333333333334,97.42063492063492,78.33333333333333,,,
rounds,m4_r6_paper,0,4,20250755,3,Y,none,,,24,0.661861111111111,0.5833333333333334,96.82539682539682,73.33333333333333,,,
rounds,m4_r6_paper,0,4,20250755,4,X,none,,,51,0.2774027777777778,0.8472222222222222,94.94047619047619,57.5,,,
rounds,m4_r6_paper,0,4,20250755,5,Y,insider,seller,1.586,22,0.6625833333333333,0.75,88.69047619047619,40.625,350.0,270.8333333333333,129.23076923076923
rounds,m4_r6_paper,0,4,20250755,6,X,insider,buyer,-0.061,17,0.4552777777777778,0.7222222222222222,86.66666666666667,60.0,900.0,400.0,225.0
rounds,m4_r6_paper,0,4,20250755,7,Y,insider,seller,1.201,30,0.7013333333333334,0.7777777777777778,92.26190476190476,59.375,358.8333333333333,287.0,125.02903600464575
rounds,m4_r6_paper,0,4,20250755,8,Y,insider,seller,1.07,30,0.7418888888888888,0.75,100.0,100.0,352.1666666666667,347.8333333333333,101.24580737901296
rounds,m4_r6_paper,0,4,20250755,9,X,insider,buyer,-0.061,16,0.4584444444444445,0.6857142857142857,88.88888888888889,66.66666666666667,933.3333333333334,400.0,233.33333333333337
rounds,m4_r6_paper,0,4,20250755,10,Y,insider,seller,0.576,29,0.6408333333333334,0.6388888888888888,79.76190476190476,-6.25,399.8333333333333,158.5,252.26077812828598
rounds,m4_r6_paper,0,4,20250755,11,X,insider,buyer,0.16,32,0.5308333333333333,0.6666666666666666,95.55555555555556,86.66666666666667,914.8333333333334,518.5,176.4384442301511
rounds,m4_r6_paper,0,4,20250755,12,Y,insider,seller,1.169,27,0.7045833333333333,0.7777777777777778,93.45238095238095,65.625,361.0,293.1666666666667,123.13814667424673
rounds,m4_r6_paper,0,4,20250755,13,X,insider,buyer,0.429,27,0.5963888888888889,0.7222222222222222,100.0,100.0,890.6666666666666,609.3333333333334,146.17067833698027
rounds,m4_r6_paper,0,4,20250755,14,Y,none,,,39,0.7567597222222222,0.75,95.43650793650794,61.666666666666664,,,
rounds,m4_r6_random,0,4,20250757,1,Y,none,,,37,0.6041944444444444,0.4027777777777778,99.2063492063492,93.33333333333333,,,
rounds,m4_r6_random,0,4,20250757,2,X,none,,,38,0.2564166666666667,0.7638888888888888,96.23015873015873,68.33333333333333,,,
rounds,m4_r6_random,0,4,20250757,3,X,none,,,26,0.43086111111111114,0.5694444444444444,98.80952380952381,90.0,,,
rounds,m4_r6_random,0,4,20250757,4,X,none,,,29,0.4482027777777778,0.5416666666666666,98.41269841269842,86.66666666666667,,,
rounds,m4_r6_random,0,4,20250757,5,X,insider,buyer,0.025,16,0.5865555555555555,0.7222222222222222,88.88888888888889,66.66666666666667,738.5,594.8333333333334,124.15242364808068
rounds,m4_r6_random,0,4,20250757,6,X,insider,buyer,0.391,31,0.5355555555555556,0.6111111111111112,100.0,100.0,966.8333333333334,533.1666666666666,181.3379180994061
rounds,m4_r6_random,0,4,20250757,7,Y,insider,seller,0.21,22,0.5663888888888889,0.3333333333333333,58.333333333333336,-118.75,404.6666666666667,3.6666666666666665,11036.363636363638
rounds,m4_r6_random,0,4,20250757,8,Y,insider,seller,0.724,31,0.6446666666666666,0.4166666666666667,83.92857142857143,15.625,402.5,185.0,217.56756756756758
rounds,m4_r6_random,0,4,20250757,9,Y,insider,seller,1.287,24,0.7005555555555555,0.8055555555555556,96.42857142857143,81.25,375.3333333333333,299.6666666666667,125.25027808676305
rounds,m4_r6_random,0,4,20250757,10,X,insider,buyer,0.094,18,0.4685555555555556,0.6111111111111112,92.22222222222223,76.66666666666667,918.3333333333334,465.0,197.49103942652332
rounds,m4_r6_random,0,4,20250757,11,Y,insider,seller,1.718,30,0.7193527777777777,0.8333333333333334,96.42857142857143,81.25,375.3333333333333,299.6666666666667,125.25027808676305
rounds,m4_r6_random,0,4,20250757,12,Y,insider,seller,1.617,25,0.6333333333333333,0.75,89.88095238095238,46.875,377.6666666666667,251.5,150.1656726308814
rounds,m4_r6_random,0,4,20250757,13,Y,insider,seller,1.324,30,0.64375,0.6388888888888888,97.02380952380952,84.375,381.6666666666667,297.5,128.29131652661067
rounds,m4_r6_random,0,4,20250757,14,Y,none,,,44,0.6849541666666666,0.7142857142857143,95.73412698412699,64.16666666666667,,,
