market,period,state,info,side,vbar,re_price,second_val,span_francs,band_lo_price,band_hi_price,band_lo_D,band_hi_D,band_width_D,band_width_francs,quality_flag,count_uncertain,flagged,mean_printed,mean_recovered,mean_residual,n_trades,D_first,D_last,D_mean,D_min,D_max,D_change,p_first,p_last,p_mean,francs_first,francs_last,francs_change,gap_francs_first,gap_francs_last,slope_D_per_trade,p_slope_trade,slope_D_per_norm,p_slope_norm,slope_francs_per_trade,slope_D_norm_h1,p_slope_h1,slope_D_norm_h2,p_slope_h2,slope_D_trade_h1,slope_D_trade_h2,D_h1_mean,D_h2_mean,D_dec1,D_dec2,D_dec3,D_dec4,D_dec5,D_dec6,D_dec7,D_dec8,D_dec9,D_dec10,D_qui1,D_qui2,D_qui3,D_qui4,D_qui5,n_in_band,frac_in_band,ttb_index,ttb_frac,reached_band,ended_in_band,tt80_index,tt80_frac,reached_D80,ended_D80,ttn_index,ttn_frac,reached_near,ended_near,n_beyond_RE,frac_beyond_RE,any_beyond_RE,k_side,k_state,layer,source,band_degenerate
3,3,Y,insider,seller,220.0,175.0,150.0,-45.0,150.0,175.0,1.0,1.5555555555555556,0.5555555555555556,25.0,ok,False,False,189.0,188.667,-0.333,15,0.4444444444444444,1.1111111111111112,0.6962962962962962,0.2222222222222222,1.2222222222222223,0.6666666666666667,200.0,170.0,188.66666666666666,-20.0,-50.0,-30.0,25.0,5.0,0.06944444444444443,3.0778560500184956e-06,0.9722222222222223,3.0778560500184783e-06,-3.125,0.27777777777777785,0.27363087376517153,1.3333333333333337,0.013697326615325646,0.019841269841269847,0.09523809523809526,0.4305555555555555,1.0,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.6111111111111112,0.6666666666666666,1.0555555555555556,1.2222222222222223,1.1666666666666667,0.3703703703703704,0.4074074074074074,0.5925925925925926,0.9259259259259259,1.1851851851851853,5.0,0.3333333333333333,11.0,0.7333333333333333,True,True,11.0,0.7333333333333333,True,True,1.0,0.06666666666666667,True,True,4.0,0.26666666666666666,True,1.0,1.0,L3_appendix_transcribed,results/human/trades.csv,False
3,4,X,insider,buyer,220.0,400.0,300.0,180.0,300.0,400.0,0.4444444444444444,1.0,0.5555555555555556,100.0,ok,True,False,333.0,332.895,-0.105,19,0.2222222222222222,0.9722222222222222,0.6271929824561403,0.2222222222222222,0.9722222222222222,0.75,260.0,395.0,332.89473684210526,40.0,175.0,135.0,140.0,5.0,0.0411793372319688,1.0293753699104711e-12,0.7412280701754385,1.0293753699105152e-12,7.412280701754385,0.9393939393939392,1.4258966972098318e-05,0.5416666666666667,0.00040942194449853335,0.052188552188552194,0.03009259259259259,0.44444444444444436,0.8302469135802469,0.2638888888888889,0.3194444444444444,0.41666666666666663,0.5833333333333333,0.5555555555555556,0.7222222222222222,0.7777777777777778,0.7777777777777778,0.8611111111111112,0.9583333333333333,0.2916666666666667,0.5,0.6666666666666666,0.7777777777777778,0.9097222222222223,14.0,0.7368421052631579,6.0,0.3157894736842105,True,True,16.0,0.8421052631578947,True,True,6.0,0.3157894736842105,True,True,0.0,0.0,False,1.0,1.0,L3_appendix_transcribed,results/human/trades.csv,False
3,5,Y,insider,seller,220.0,175.0,150.0,-45.0,150.0,175.0,1.0,1.5555555555555556,0.5555555555555556,25.0,ok,True,False,163.0,162.933,-0.067,15,1.5555555555555556,1.1333333333333333,1.2681481481481478,1.0,1.5555555555555556,-0.4222222222222223,150.0,169.0,162.93333333333334,-70.0,-51.0,19.0,25.0,6.0,-0.017301587301587297,0.11157202616693389,-0.24222222222222217,0.11157202616693389,0.7785714285714285,-0.6666666666666669,0.22882696524185275,-0.3,0.03138683664766158,-0.04761904761904763,-0.021428571428571422,1.3055555555555554,1.2253968253968253,1.5555555555555556,1.5555555555555556,1.0,1.1111111111111112,1.3333333333333333,1.3333333333333333,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.1777777777777778,1.5555555555555556,1.037037037037037,1.3333333333333333,1.2222222222222223,1.1925925925925926,15.0,1.0,1.0,0.06666666666666667,True,True,1.0,0.06666666666666667,True,True,1.0,0.06666666666666667,True,True,13.0,0.8666666666666667,True,2.0,2.0,L3_appendix_transcribed,results/human/trades.csv,False
3,6,Y,insider,seller,220.0,175.0,150.0,-45.0,150.0,175.0,1.0,1.5555555555555556,0.5555555555555556,25.0,ok,True,False,173.0,172.857,-0.143,14,0.4444444444444444,1.1111111111111112,1.0476190476190474,0.4444444444444444,1.3333333333333333,0.6666666666666667,200.0,170.0,172.85714285714286,-20.0,-50.0,-30.0,25.0,5.0,0.037118437118437125,0.013141296964779402,0.4825396825396826,0.013141296964779402,-1.6703296703296704,1.7023809523809526,0.003091097479415521,-0.3095238095238097,0.011724811003954594,0.13095238095238096,-0.02380952380952382,0.9365079365079365,1.1587301587301586,0.5555555555555556,1.0,0.8888888888888888,1.1666666666666665,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.7037037037037037,1.0740740740740742,1.2222222222222223,1.1851851851851853,1.1111111111111112,11.0,0.7857142857142857,3.0,0.21428571428571427,True,True,3.0,0.21428571428571427,True,True,1.0,0.07142857142857142,True,True,9.0,0.6428571428571429,True,3.0,3.0,L3_appendix_transcribed,results/human/trades.csv,False
3,7,X,insider,buyer,220.0,400.0,300.0,180.0,300.0,400.0,0.4444444444444444,1.0,0.5555555555555556,100.0,ok,True,False,364.0,364.053,0.053,19,-0.1111111111111111,0.9944444444444445,0.8002923976608185,-0.1111111111111111,0.9944444444444445,1.1055555555555556,200.0,399.0,364.05263157894734,-20.0,179.0,199.0,200.0,1.0,0.04338206627680311,0.00010620856312222543,0.7808771929824561,0.00010620856312222524,7.808771929824561,2.0393939393939395,0.00020469275476161876,0.09333333333333343,0.0017694957423648686,0.1132996632996633,0.005185185185185191,0.6416666666666666,0.9765432098765431,0.0,0.5833333333333333,0.7638888888888888,0.8888888888888888,0.9722222222222222,0.9583333333333333,0.9722222222222222,0.9722222222222222,0.9833333333333334,0.9944444444444445,0.29166666666666663,0.8263888888888888,0.9629629629629629,0.9722222222222222,0.9888888888888889,17.0,0.8947368421052632,3.0,0.15789473684210525,True,True,6.0,0.3157894736842105,True,True,3.0,0.15789473684210525,True,True,0.0,0.0,False,2.0,2.0,L3_appendix_transcribed,results/human/trades.csv,False
3,8,Y,insider,seller,220.0,175.0,150.0,-45.0,150.0,175.0,1.0,1.5555555555555556,0.5555555555555556,25.0,ok,True,False,165.0,165.286,0.286,14,1.0,1.0888888888888888,1.2158730158730156,1.0,1.5555555555555556,0.0888888888888888,175.0,171.0,165.28571428571428,-45.0,-49.0,-4.0,0.0,4.0,-0.011916971916971919,0.18829940365075787,-0.15492063492063493,0.18829940365075787,0.5362637362637362,0.3095238095238097,0.5042210844725842,-0.3404761904761908,0.0012444641651753396,0.02380952380952382,-0.026190476190476215,1.26984126984127,1.1619047619047618,1.1111111111111112,1.3333333333333333,1.5555555555555556,1.2777777777777777,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.1555555555555554,1.1111111111111112,1.1,1.1851851851851851,1.3703703703703702,1.2222222222222223,1.2,1.1037037037037036,14.0,1.0,1.0,0.07142857142857142,True,True,1.0,0.07142857142857142,True,True,1.0,0.07142857142857142,True,True,13.0,0.9285714285714286,True,4.0,4.0,L3_appendix_transcribed,results/human/trades.csv,False
3,9,X,insider,buyer,220.0,400.0,300.0,180.0,300.0,400.0,0.4444444444444444,1.0,0.5555555555555556,100.0,ok,True,False,396.0,395.875,-0.125,16,0.9444444444444444,0.9944444444444445,0.9770833333333333,0.9444444444444444,0.9944444444444445,0.050000000000000044,390.0,399.0,395.875,170.0,179.0,9.0,10.0,1.0,0.0015196078431372548,0.007353929105997919,0.022794117647058822,0.007353929105997919,0.2735294117647059,0.0644841269841269,0.011542645857272995,0.024801587301587213,0.22416304372284712,0.004298941798941793,0.0016534391534391475,0.9729166666666667,0.9812500000000001,0.9583333333333333,0.9722222222222222,0.9722222222222222,0.9833333333333333,0.9833333333333333,0.9888888888888889,0.9722222222222222,0.9722222222222222,0.9833333333333333,0.9888888888888889,0.9629629629629629,0.9759259259259259,0.9851851851851853,0.9722222222222222,0.986111111111111,16.0,1.0,1.0,0.0625,True,True,1.0,0.0625,True,True,1.0,0.0625,True,True,0.0,0.0,False,3.0,3.0,L3_appendix_transcribed,results/human/trades.csv,False
3,10,Y,insider,seller,220.0,175.0,150.0,-45.0,150.0,175.0,1.0,1.5555555555555556,0.5555555555555556,25.0,ok,True,False,167.0,167.067,0.067,15,1.1111111111111112,1.0444444444444445,1.1762962962962962,1.0444444444444445,1.3333333333333333,-0.06666666666666665,170.0,173.0,167.06666666666666,-50.0,-47.0,3.0,5.0,2.0,-0.012539682539682542,0.004077009454638988,-0.17555555555555566,0.004077009454638969,0.5642857142857143,0.03703703703703723,0.7970385741881906,-0.43333333333333357,0.0017639807039955856,0.00264550264550266,-0.030952380952380967,1.2222222222222223,1.1238095238095238,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.1111111111111112,1.0888888888888888,1.0555555555555556,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.1481481481481481,1.0666666666666667,15.0,1.0,1.0,0.06666666666666667,True,True,1.0,0.06666666666666667,True,True,1.0,0.06666666666666667,True,True,15.0,1.0,True,5.0,5.0,L3_appendix_transcribed,results/human/trades.csv,False
3,11,Y,all,seller,220.0,175.0,150.0,-45.0,150.0,175.0,1.0,1.5555555555555556,0.5555555555555556,25.0,ok,True,False,177.0,176.778,-0.222,18,-1.7777777777777777,1.0888888888888888,0.9604938271604938,-1.7777777777777777,1.2222222222222223,2.8666666666666663,300.0,171.0,176.77777777777777,80.0,-49.0,-129.0,125.0,4.0,0.04471964224286205,0.1564482535716641,0.7602339181286548,0.1564482535716641,-2.0123839009287927,3.148148148148148,0.1527863310611034,-0.06925925925925965,0.08596715949670967,0.1851851851851852,-0.004074074074074097,0.8271604938271605,1.0938271604938272,-0.2777777777777777,1.1666666666666667,1.1666666666666667,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.088888888888889,1.0777777777777777,1.0888888888888888,0.44444444444444453,1.1481481481481481,1.1111111111111112,1.0962962962962963,1.0833333333333333,17.0,0.9444444444444444,2.0,0.1111111111111111,True,True,2.0,0.1111111111111111,True,True,2.0,0.1111111111111111,True,True,17.0,0.9444444444444444,True,,,L3_appendix_transcribed,results/human/trades.csv,False
3,12,X,all,buyer,220.0,400.0,300.0,180.0,300.0,400.0,0.4444444444444444,1.0,0.5555555555555556,100.0,ok,True,False,395.0,394.722,-0.278,18,0.9444444444444444,0.9944444444444445,0.970679012345679,0.9444444444444444,0.9944444444444445,0.050000000000000044,390.0,399.0,394.72222222222223,170.0,179.0,9.0,10.0,1.0,0.0020811833505331966,4.600971342078915e-05,0.03538011695906434,4.600971342078932e-05,0.3746130030959752,0.06296296296296298,0.025463561683239266,0.045648148148148174,0.0028404688602917385,0.0037037037037037056,0.002685185185185187,0.9629629629629629,0.9783950617283952,0.9444444444444444,0.9583333333333333,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9833333333333334,0.9888888888888889,0.9513888888888888,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9861111111111112,18.0,1.0,1.0,0.05555555555555555,True,True,1.0,0.05555555555555555,True,True,1.0,0.05555555555555555,True,True,0.0,0.0,False,,,L3_appendix_transcribed,results/human/trades.csv,False
4,1,X,none,,210.0,210.0,200.0,0.0,200.0,210.0,,,,10.0,ok,False,False,784.0,784.375,0.375,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L3_appendix_transcribed,results/human/trades.csv,False
4,2,Y,none,,210.0,210.0,200.0,0.0,200.0,210.0,,,,10.0,ok,True,False,180.0,179.643,-0.357,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L3_appendix_transcribed,results/human/trades.csv,False
4,3,Y,none,,210.0,210.0,200.0,0.0,200.0,210.0,,,,10.0,ok,True,False,154.0,153.75,-0.25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L3_appendix_transcribed,results/human/trades.csv,False
4,4,X,none,,210.0,210.0,200.0,0.0,200.0,210.0,,,,10.0,ok,True,False,158.0,158.062,0.062,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L3_appendix_transcribed,results/human/trades.csv,False
4,5,Y,insider,seller,210.0,175.0,150.0,-35.0,150.0,175.0,1.0,1.7142857142857142,0.7142857142857142,25.0,ok,True,False,157.0,157.412,0.412,17,1.7142857142857142,1.4285714285714286,1.5025210084033613,1.4285714285714286,1.7142857142857142,-0.2857142857142856,150.0,160.0,157.41176470588235,-60.0,-50.0,10.0,25.0,15.0,-0.01393557422969187,5.433353114034283e-05,-0.22296918767506993,5.433353114034283e-05,0.4877450980392157,-0.34285714285714275,0.042330058001984854,-0.13061224489795922,0.03001974528754441,-0.021428571428571422,-0.008163265306122451,1.5555555555555556,1.442857142857143,1.6428571428571428,1.5714285714285714,1.5714285714285714,1.5,1.4285714285714286,1.5285714285714285,1.4571428571428573,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.607142857142857,1.5238095238095237,1.4952380952380953,1.4476190476190478,1.4285714285714286,17.0,1.0,1.0,0.058823529411764705,True,True,1.0,0.058823529411764705,True,True,1.0,0.058823529411764705,True,True,17.0,1.0,True,1.0,1.0,L3_appendix_transcribed,results/human/trades.csv,False
4,6,X,insider,buyer,210.0,375.0,275.0,165.0,275.0,375.0,0.3939393939393939,1.0,0.6060606060606061,100.0,ok,True,False,254.0,253.478,-0.522,23,-0.24242424242424243,0.9090909090909091,0.26350461133069825,-0.24242424242424243,0.9090909090909091,1.1515151515151514,170.0,360.0,253.47826086956522,-40.0,150.0,190.0,205.0,15.0,0.038747155347945865,3.0104841444912236e-07,0.8524374176548092,3.010484144491203e-07,6.3932806324110665,1.7249417249417254,2.7065514994416082e-05,0.5575757575757575,0.0723568368782611,0.07840644204280568,0.02534435261707989,0.08080808080808081,0.4628099173553719,-0.22222222222222224,-0.18181818181818182,-0.06060606060606061,0.42424242424242425,0.42424242424242425,0.42424242424242425,0.3787878787878788,0.42424242424242425,0.42424242424242425,0.5959595959595959,-0.2060606060606061,0.18181818181818182,0.4242424242424242,0.40151515151515155,0.5272727272727272,15.0,0.6521739130434783,8.0,0.34782608695652173,True,True,23.0,1.0,True,True,8.0,0.34782608695652173,True,True,0.0,0.0,False,1.0,1.0,L3_appendix_transcribed,results/human/trades.csv,False
4,7,Y,insider,seller,210.0,175.0,150.0,-35.0,150.0,175.0,1.0,1.7142857142857142,0.7142857142857142,25.0,ok,True,False,161.0,160.588,-0.412,17,1.4285714285714286,1.1428571428571428,1.411764705882353,1.1428571428571428,1.5714285714285714,-0.2857142857142858,160.0,170.0,160.58823529411765,-50.0,-40.0,10.0,15.0,5.0,-0.018907563025210083,0.00022562128043461364,-0.3025210084033613,0.00022562128043461364,0.6617647058823529,-0.22857142857142848,0.12687036692367104,-0.7346938775510206,0.006233960605364527,-0.01428571428571428,-0.045918367346938785,1.4761904761904763,1.3392857142857144,1.5,1.5714285714285714,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.3571428571428572,1.1428571428571428,1.5357142857142856,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.25,17.0,1.0,1.0,0.058823529411764705,True,True,1.0,0.058823529411764705,True,True,1.0,0.058823529411764705,True,True,17.0,1.0,True,2.0,2.0,L3_appendix_transcribed,results/human/trades.csv,False
4,8,Y,insider,seller,210.0,175.0,150.0,-35.0,150.0,175.0,1.0,1.7142857142857142,0.7142857142857142,25.0,ok,True,False,164.0,164.167,0.167,12,1.4285714285714286,1.1428571428571428,1.3095238095238095,1.1428571428571428,1.4285714285714286,-0.2857142857142858,160.0,170.0,164.16666666666666,-50.0,-40.0,10.0,15.0,5.0,-0.03096903096903097,7.448062601613029e-06,-0.34065934065934084,7.4480626016128945e-06,1.083916083916084,-0.22448979591836726,0.15830242337545783,-0.40408163265306163,0.021311641128756765,-0.020408163265306114,-0.036734693877551065,1.4047619047619049,1.2142857142857142,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.1428571428571428,1.1428571428571428,1.4285714285714286,1.4285714285714286,1.2857142857142858,1.2857142857142858,1.1428571428571428,12.0,1.0,1.0,0.08333333333333333,True,True,1.0,0.08333333333333333,True,True,1.0,0.08333333333333333,True,True,12.0,1.0,True,3.0,3.0,L3_appendix_transcribed,results/human/trades.csv,False
4,9,X,insider,buyer,210.0,375.0,275.0,165.0,275.0,375.0,0.3939393939393939,1.0,0.6060606060606061,100.0,ok,True,False,301.0,300.7,-0.3,20,0.36363636363636365,0.696969696969697,0.5496969696969696,0.24242424242424243,0.696969696969697,0.33333333333333337,270.0,325.0,300.7,60.0,115.0,55.0,105.0,50.0,0.01809979494190021,1.113878891741896e-07,0.343896103896104,1.113878891741864e-07,2.986466165413534,0.5897153351698805,0.0026370977964091345,0.2002938475665748,0.00011798934271292318,0.0310376492194674,0.010541781450872357,0.4636363636363637,0.6357575757575759,0.30303030303030304,0.3787878787878788,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6060606060606061,0.6060606060606061,0.6212121212121212,0.6636363636363636,0.6818181818181819,0.34090909090909094,0.5454545454545454,0.5757575757575757,0.6136363636363636,0.6727272727272726,17.0,0.85,4.0,0.2,True,True,,,False,False,4.0,0.2,True,True,0.0,0.0,False,2.0,2.0,L3_appendix_transcribed,results/human/trades.csv,False
