market,period,trade_index,n_trades_in_period,price,state,info,vbar,re_price,pi_price,side,D,separating,period_mean_recovered,period_mean_printed,mean_residual,quality_flag
2,1,9,11,250.0,X,none,266.6667,267.0,267.0,,-50.0,False,255.0,255.0,0.0,ok
2,1,10,11,240.0,X,none,266.6667,267.0,267.0,,-80.0,False,255.0,255.0,0.0,ok
2,1,11,11,250.0,X,none,266.6667,267.0,267.0,,-50.0,False,255.0,255.0,0.0,ok
2,2,1,8,250.0,X,none,266.6667,267.0,267.0,,-50.0,False,250.875,251.0,-0.125,ok
2,2,2,8,240.0,X,none,266.6667,267.0,267.0,,-80.0,False,250.875,251.0,-0.125,ok
2,2,3,8,250.0,X,none,266.6667,267.0,267.0,,-50.0,False,250.875,251.0,-0.125,ok
2,2,4,8,250.0,X,none,266.6667,267.0,267.0,,-50.0,False,250.875,251.0,-0.125,ok
2,2,5,8,250.0,X,none,266.6667,267.0,267.0,,-50.0,False,250.875,251.0,-0.125,ok
2,2,6,8,253.0,X,none,266.6667,267.0,267.0,,-41.0,False,250.875,251.0,-0.125,ok
2,2,7,8,254.0,X,none,266.6667,267.0,267.0,,-38.0,False,250.875,251.0,-0.125,ok
2,2,8,8,260.0,X,none,266.6667,267.0,267.0,,-20.0,False,250.875,251.0,-0.125,ok
2,3,1,14,255.0,Y,none,266.6667,267.0,267.0,,-35.0,False,258.214,258.0,0.214,ok
2,3,2,14,255.0,Y,none,266.6667,267.0,267.0,,-35.0,False,258.214,258.0,0.214,ok
2,3,3,14,255.0,Y,none,266.6667,267.0,267.0,,-35.0,False,258.214,258.0,0.214,ok
2,3,4,14,255.0,Y,none,266.6667,267.0,267.0,,-35.0,False,258.214,258.0,0.214,ok
2,3,5,14,255.0,Y,none,266.6667,267.0,267.0,,-35.0,False,258.214,258.0,0.214,ok
2,3,6,14,257.0,Y,none,266.6667,267.0,267.0,,-29.0,False,258.214,258.0,0.214,ok
2,3,7,14,257.0,Y,none,266.6667,267.0,267.0,,-29.0,False,258.214,258.0,0.214,ok
2,3,8,14,257.0,Y,none,266.6667,267.0,267.0,,-29.0,False,258.214,258.0,0.214,ok
2,3,9,14,257.0,Y,none,266.6667,267.0,267.0,,-29.0,False,258.214,258.0,0.214,ok
2,3,10,14,260.0,Y,none,266.6667,267.0,267.0,,-20.0,False,258.214,258.0,0.214,ok
2,3,11,14,262.0,Y,none,266.6667,267.0,267.0,,-14.0,False,258.214,258.0,0.214,ok
2,3,12,14,265.0,Y,none,266.6667,267.0,267.0,,-5.0,False,258.214,258.0,0.214,ok
2,3,13,14,265.0,Y,none,266.6667,267.0,267.0,,-5.0,False,258.214,258.0,0.214,ok
2,3,14,14,260.0,Y,none,266.6667,267.0,267.0,,-20.0,False,258.214,258.0,0.214,ok
2,4,1,12,260.0,Y,none,266.6667,267.0,267.0,,-20.0,False,264.667,265.0,-0.333,ok
2,4,2,12,260.0,Y,none,266.6667,267.0,267.0,,-20.0,False,264.667,265.0,-0.333,ok
2,4,3,12,264.0,Y,none,266.6667,267.0,267.0,,-8.0,False,264.667,265.0,-0.333,ok
2,4,4,12,260.0,Y,none,266.6667,267.0,267.0,,-20.0,False,264.667,265.0,-0.333,ok
2,4,5,12,265.0,Y,none,266.6667,267.0,267.0,,-5.0,False,264.667,265.0,-0.333,ok
2,4,6,12,265.0,Y,none,266.6667,267.0,267.0,,-5.0,False,264.667,265.0,-0.333,ok
2,4,7,12,267.0,Y,none,266.6667,267.0,267.0,,1.0,False,264.667,265.0,-0.333,ok
2,4,8,12,267.0,Y,none,266.6667,267.0,267.0,,1.0,False,264.667,265.0,-0.333,ok
2,4,9,12,267.0,Y,none,266.6667,267.0,267.0,,1.0,False,264.667,265.0,-0.333,ok
2,4,10,12,268.0,Y,none,266.6667,267.0,267.0,,4.0,False,264.667,265.0,-0.333,ok
2,4,11,12,267.0,Y,none,266.6667,267.0,267.0,,1.0,False,264.667,265.0,-0.333,ok
2,4,12,12,266.0,Y,none,266.6667,267.0,267.0,,-2.0,False,264.667,265.0,-0.333,ok
2,5,1,20,260.0,Y,all,266.6667,350.0,350.0,buyer,-0.08,False,303.5,304.0,-0.5,ok
2,5,2,20,272.0,Y,all,266.6667,350.0,350.0,buyer,0.064,False,303.5,304.0,-0.5,ok
2,5,3,20,290.0,Y,all,266.6667,350.0,350.0,buyer,0.28,False,303.5,304.0,-0.5,ok
2,5,4,20,300.0,Y,all,266.6667,350.0,350.0,buyer,0.4,False,303.5,304.0,-0.5,ok
2,5,5,20,300.0,Y,all,266.6667,350.0,350.0,buyer,0.4,False,303.5,304.0,-0.5,ok
2,5,6,20,310.0,Y,all,266.6667,350.0,350.0,buyer,0.52,False,303.5,304.0,-0.5,ok
2,5,7,20,305.0,Y,all,266.6667,350.0,350.0,buyer,0.46,False,303.5,304.0,-0.5,ok
2,5,8,20,310.0,Y,all,266.6667,350.0,350.0,buyer,0.52,False,303.5,304.0,-0.5,ok
2,5,9,20,305.0,Y,all,266.6667,350.0,350.0,buyer,0.46,False,303.5,304.0,-0.5,ok
2,5,10,20,310.0,Y,all,266.6667,350.0,350.0,buyer,0.52,False,303.5,304.0,-0.5,ok
2,5,11,20,310.0,Y,all,266.6667,350.0,350.0,buyer,0.52,False,303.5,304.0,-0.5,ok
2,5,12,20,310.0,Y,all,266.6667,350.0,350.0,buyer,0.52,False,303.5,304.0,-0.5,ok
2,5,13,20,310.0,Y,all,266.6667,350.0,350.0,buyer,0.52,False,303.5,304.0,-0.5,ok
2,5,14,20,310.0,Y,all,266.6667,350.0,350.0,buyer,0.52,False,303.5,304.0,-0.5,ok
2,5,15,20,311.0,Y,all,266.6667,350.0,350.0,buyer,0.532,False,303.5,304.0,-0.5,ok
2,5,16,20,310.0,Y,all,266.6667,350.0,350.0,buyer,0.52,False,303.5,304.0,-0.5,ok
2,5,17,20,310.0,Y,all,266.6667,350.0,350.0,buyer,0.52,False,303.5,304.0,-0.5,ok
2,5,18,20,310.0,Y,all,266.6667,350.0,350.0,buyer,0.52,False,303.5,304.0,-0.5,ok
2,5,19,20,312.0,Y,all,266.6667,350.0,350.0,buyer,0.544,False,303.5,304.0,-0.5,ok
2,5,20,20,315.0,Y,all,266.6667,350.0,350.0,buyer,0.58,False,303.5,304.0,-0.5,ok
2,6,1,16,330.0,Y,all,266.6667,350.0,350.0,buyer,0.76,False,336.938,337.0,-0.062,ok
2,6,2,16,325.0,Y,all,266.6667,350.0,350.0,buyer,0.7,False,336.938,337.0,-0.062,ok
2,6,3,16,325.0,Y,all,266.6667,350.0,350.0,buyer,0.7,False,336.938,337.0,-0.062,ok
2,6,4,16,325.0,Y,all,266.6667,350.0,350.0,buyer,0.7,False,336.938,337.0,-0.062,ok
